,sentence,pubmed_id,content,label,labeler
0,"16 ||| INTRODUCTION ||| 1.6 ||| Patients were required to have a Karnofsky performance status of 60% or greater; a life expectancy of greater than 3 months; and adequate hematologic, renal, hepatic, and cardiac function that was sonographically confirmed by a left ventricular ejection fraction (LVEF) of 50% or greater.",19289619, have a Karnofsky performance status of 60% or greater,po.PhyConditon,奉捷
1,"16 ||| INTRODUCTION ||| 1.6 ||| Patients were required to have a Karnofsky performance status of 60% or greater; a life expectancy of greater than 3 months; and adequate hematologic, renal, hepatic, and cardiac function that was sonographically confirmed by a left ventricular ejection fraction (LVEF) of 50% or greater.",19289619,a life expectancy of greater than 3 months,po.PhyConditon,奉捷
2,"16 ||| INTRODUCTION ||| 1.6 ||| Patients were required to have a Karnofsky performance status of 60% or greater; a life expectancy of greater than 3 months; and adequate hematologic, renal, hepatic, and cardiac function that was sonographically confirmed by a left ventricular ejection fraction (LVEF) of 50% or greater.",19289619,"adequate hematologic, renal, hepatic, and cardiac function",po.PhyConditon,奉捷
3,"39 ||| Study Design ||| 3.15 ||| Women with pathologically confirmed, HER-2-positive, locally advanced or metastatic breast cancer were enrolled on the study if they provided written informed consent.",19289619,with pathologically confirmed、,po.Disease,奉捷
4,"39 ||| Study Design ||| 3.15 ||| Women with pathologically confirmed, HER-2-positive, locally advanced or metastatic breast cancer were enrolled on the study if they provided written informed consent.",19289619,HER-2-positive,po.Disease,奉捷
5,"39 ||| Study Design ||| 3.15 ||| Women with pathologically confirmed, HER-2-positive, locally advanced or metastatic breast cancer were enrolled on the study if they provided written informed consent.",19289619,locally advanced or metastatic breast cancer,po.Disease,奉捷
6,"106 ||| DISCUSSION ||| 6.10 ||| More than one chemotherapy drug for metastatic disease was allowed in the lapatinib trial, whereas, in our trial, the vast majority of the patients started capecitabine as second-line chemotherapy for metastatic disease.",19289619,started capecitabine as second-line chemotherapy,i.Procedure,奉捷
7,40 ||| Study Design ||| 3.16 ||| HER-2 status was considered positive if overexpression was detected in either the primary or metastatic tumor tissue by local immunohistochemistry (grade 3ϩ staining intensity) or by fluorescence in situ hybridization.,19289619,overexpression was detected,i.DiagnosticTest,奉捷
8,21 ||| INTRODUCTION ||| 1.11 ||| Trastuzumab treatment could be continued at the investigator's discretion while capecitabine was being withheld.,19289619,capecitabine was being withheld,i.Procedure,奉捷
9,23 ||| INTRODUCTION ||| 1.13 ||| Participants were assessed clinically for tumor symptoms and toxicity and for hematology (weekly) and blood biochemistry every 3 weeks during treatment and every 3 months thereafter.,19289619,tumor symptoms and toxicity and for hematology (weekly),i.Procedure,奉捷
10,23 ||| INTRODUCTION ||| 1.13 ||| Participants were assessed clinically for tumor symptoms and toxicity and for hematology (weekly) and blood biochemistry every 3 weeks during treatment and every 3 months thereafter.,19289619,blood biochemistry every 3 weeks,i.Procedure,奉捷
11,97 ||| DISCUSSION ||| 6.1 ||| The introduction of trastuzumab has improved the prognosis of women with HER-2-positive metastatic breast cancer beyond that of women with HER-2-negative disease.,19289619,has improved the prognosis,o.Treatment,奉捷
12,"103 ||| DISCUSSION ||| 6.7 ||| Recent data suggest that reintroduction or continuation of trastuzumab improves even the efficacy of other noncytotoxic drugs, like lapatinib, pertuzumab, tenispimycin, or DM1, in patients with metastatic breast cancer who are heavily pretreated.",19289619,improves even the efficacy of,o.Treatment,奉捷
13,98 ||| DISCUSSION ||| 6.2 ||| This GBG 26/BIG 03-05 study demonstrates that continued treatment with trastuzumab beyond progression improves activity of subsequent chemotherapy in patients with HER-2-positive breast cancer.,19289619,improves activity of subsequent chemotherapy,o.Treatment,奉捷
