,sentence,pubmed_id,content,label,labeler
0,"40 ||| Materials and methods ||| 2.14 ||| The study population comprised 197 patients (162 males and 35 females), 167 of whom were 5-39 days (median 12 days) after one of the following events: an acute myocardial infarction (AMI, WHO criteria), n = 74; hospitalisation for unstable angina pectoris (UAP) and stabilised on medical treatment, n = 4; percutaneous coronary intervention (PCI), n = 39; or coronary artery bypass grafting (CABG), n = 50.",14671465,an acute myocardial infarction,po.SS,zmj
1,"40 ||| Materials and methods ||| 2.14 ||| The study population comprised 197 patients (162 males and 35 females), 167 of whom were 5-39 days (median 12 days) after one of the following events: an acute myocardial infarction (AMI, WHO criteria), n = 74; hospitalisation for unstable angina pectoris (UAP) and stabilised on medical treatment, n = 4; percutaneous coronary intervention (PCI), n = 39; or coronary artery bypass grafting (CABG), n = 50.",14671465,162 males and 35 females,po.Gender,zmj
2,6 |||  ||| 0.6 ||| Design A total of 197 patients with proven coronary heart disease were included and randomised to a lifestyle intervention programme or to usual care.,14671465,A total of 197 patients,po.Size,zmj
3,"22 ||| Introduction ||| 1.7 ||| The purpose of the present two-year follow-up study was to assess the long-term effect of lifestyle measures in CHD patient's randomised to a comprehensive interventional programme versus usual care on dietary intake of fat, fibre, cholesterol and sugar, level of physical exercise and smoking cessation.",14671465,CHD patient's,pr.Disease,zmj
4,"30 ||| Materials and methods ||| 2.4 ||| In total, 137 (70%) of these patients had suffered a previous AMI, 15 (7%) had diabetes mellitus and 103 (52%) had an available coronary angiogram verifying significant CHD as defined by at least one stenosis of < 50% of the luminal area.",14671465,suffered a previous AMI,po.SS,zmj
5,64 ||| Materials and methods ||| 2.38 ||| The first phase lasted for six weeks with physical exercise supervised by a specially educated physiotherapist (KP) in addition to regular group meeting twice a week.,14671465,physical exercise supervised by a specially educated physiotherapist,i.Procedure,zmj
6,95 ||| Materials and methods ||| 2.69 ||| The first six-week period of 'heart school' in the hospital was followed by nine weeks of organised physical exercise twice weekly at a gymnasium outside the hospital under the supervision of a physiotherapist.,14671465,physical exercise twice weekly,i.Procedure,zmj
7,"80 ||| Materials and methods ||| 2.54 ||| Each training session started with 15 minutes of warm-up followed by 20 minutes of dynamic endurance training, 10 minutes of active cool-down activities and, finally, 10 minutes with stretching and relaxation.",14671465,"15 minutes of warm-up followed by 20 minutes of dynamic endurance training, 10 minutes of active cool-down activities and, finally, 10 minutes with stretching and relaxation",i.Procedure,zmj
8,"14 |||  ||| 0.14 ||| Conclusions In the presence of modern drug treatments for secondary cardiovascular disease prevention it remains possible through a favourable diet, exercise and smoking cessation to show an additional reduction in the five-year risk for CHD in males.",14671465," favourable diet, exercise and smoking cessation to show an additional reduction in the five-year risk for CHD in males",o.Patient,zmj
9,"11 |||  ||| 0.11 ||| Results Patients in the lifestyle intervention group reduced the intake of saturated fat, sugar and cholesterol (P < 0.001), increased their exercise level (P < 0.01) and stopped smoking (P < 0.05) when compared with the usual care group.",14671465,"reduced the intake of saturated fat, sugar and cholesterol",o.Treatment,zmj
10,12 |||  ||| 0.12 ||| A sub-analysis of the influence of five-year CHD calculated risk in males resulted in a relative risk reduction of 22% (95% confidence intervals 9-35).,14671465,a relative risk reduction of 22% ,o.Patient,zmj
