,sentence,pubmed_id,content,label,labeler
0,1 |||  ||| 0.1 ||| OBJECTIVE: To estimate the effectiveness of intrapar-tum fetal monitoring by cardiotocography plus ST analysis using a strict protocol for performance of fetal blood sampling.,20502287,estimate the effectiveness of intrapar-tum fetal monitoring ,pr.Disease,lingtaiwei
1,"23 |||  ||| 0.23 ||| Laboring women aged 18 years or older with a singleton high-risk pregnancy, a fetus in cephalic presentation, a gestational age greater than 36 weeks, and an indication for internal electronic fetal monitoring were eligible.",20502287,18 years or older,po.Age,lingtaiwei
2,"23 |||  ||| 0.23 ||| Laboring women aged 18 years or older with a singleton high-risk pregnancy, a fetus in cephalic presentation, a gestational age greater than 36 weeks, and an indication for internal electronic fetal monitoring were eligible.",20502287,18 years or older,po.Disease,lingtaiwei
3,"25 |||  ||| 0.25 ||| High-risk pregnancies are complicated by preexisting maternal disease, complicated obstetric history, hypertensive disorders, intrauterine growth restriction, ruptured membranes for more than 24 hours, a postdate gestational age, failure to progress, need for pain relief, meconium-stained amniotic fluid, or nonreassuring fetal heart rate at intermittent auscultation by a midwife.",20502287,"women with a singleton high-risk pregnancy, a fetus in cephalic presentation, a gestational age greater than 36 weeks",po.Disease,lingtaiwei
4,1 |||  ||| 0.1 ||| OBJECTIVE: To estimate the effectiveness of intrapar-tum fetal monitoring by cardiotocography plus ST analysis using a strict protocol for performance of fetal blood sampling.,20502287,performed a multicenter randomized trial,i.Procedure,lingtaiwei
5,2 |||  ||| 0.2 ||| METHODS: We performed a multicenter randomized trial among laboring women with a high-risk singleton pregnancy in cephalic presentation beyond 36 weeks of gestation.,20502287,analysis using a strict protocol for performance of fetal blood sampling,i.Diagnostic,lingtaiwei
6,7 |||  ||| 0.7 ||| The fetal blood sampling rate was 10.6% in the index compared with 20.4% in the control group (relative risk 0.52; 95% [CI] 0.46-0.59).,20502287,The fetal blood sampling rate was 10.6% in the index compared with 20.4% in the control group,i.Procedure,lingtaiwei
7,"28 |||  ||| 0.28 ||| After women had given written informed consent, they were randomized on a 1:1 basis through a web-based computer-generated randomization sequence with variable block size to either monitoring by cardiotocography plus ST analysis of the fetal ECG (index group) or cardiotocography alone (control group).",20502287,monitoring by cardiotocography plus ST analysis of the fetal ECG or cardiotocography alone,i.Diagnostic,lingtaiwei
8,"41 |||  ||| 0.41 ||| In women assigned to the control group, a scalp electrode was applied to the fetal head and connected to a conventional fetal heart rate monitor.",20502287,a scalp electrode was applied to the fetal head and connected to a conventional fetal heart rate monitor,i.Procedure,lingtaiwei
9,11 |||  ||| 0.11 ||| CONCLUSION: Intrapartum monitoring by cardioto-cography combined with ST analysis does not significantly reduce the incidence of metabolic acidosis calculated in the extracellular fluid compartment.,20502287,ST analysis does not significantly reduce the incidence of metabolic acidosis calculated in the extracellular fluid compartment.,o.Treatment,lingtaiwei
10,"76 ||| RESULTS ||| 1.11 ||| The incidence of the primary outcome metabolic acidosis based on pH and BDecf was lower in the index group (0.7% compared with 1.1%) compared with the control group (RR 0.70, 95% CI 0.38 -1.28, number needed to treat 252).",20502287,primary outcome metabolic acidosis based on pH and BDecf was lower in the index group ,o.Treatment,lingtaiwei
11,"96 ||| DISCUSSION ||| 2.4 ||| Our results were achieved with a 48% lower incidence of fetal blood sampling in the index group, which is in accordance with previous trials.",20502287,a 48% lower incidence of fetal blood sampling in the index group,o.Treatment,lingtaiwei
12,"115 ||| DISCUSSION ||| 2.23 ||| Both the results of this metaanalysis and our study indicate that the use of the STAN method reduces the incidence of acidosis, at least in settings in which fetal blood sampling is being used.",20502287, use of the STAN method reduces the incidence of acidosis,o.Treatment,lingtaiwei
