,sentence,pubmed_id,content,label,labeler
0,1 |||  ||| 0.1 ||| OBJECTIVE: To evaluate the efficacy of oral and vaginal misoprostol compared with the standard regimen using dinoprostone for induction of labor.,11814497,To evaluate the efficacy of oral and vaginal misoprostol,pr.Disease,ml
1,"117 ||| DISCUSSION ||| 3.16 ||| However, the lack of any serious adverse events was noteworthy because this study was carried out among a group of women with high-risk pregnancies.",11814497,a group of women with high-risk pregnancies,po.SS,ml
2,"13 |||  ||| 0.13 ||| Misoprostol, a prostaglandin E1 analogue, is an inexpensive and potentially useful drug to women requiring induction of labor.",11814497,a prostaglandin E1 analogue,po.Procedure,ml
3,"31 ||| MATERIALS AND METHODS ||| 1.1 ||| From April 1999 to November 2000, all women with obstetric or medical indications for induction of labor were recruited to the trial.",11814497,all women with obstetric or medical indications,po.Gender,ml
4,37 ||| MATERIALS AND METHODS ||| 1.7 ||| A total of 573 women were recruited to the study.,11814497,A total of 573 women ,po.Size,ml
5,"49 ||| MATERIALS AND METHODS ||| 1.19 ||| Patients who had a Bishop score greater than 7, where amniotomy was possible without the prior use of prostaglandins, were also excluded.",11814497,Patients who had a Bishop score greater than 7,po.PhyConditon,ml
6,"77 ||| MATERIALS AND METHODS ||| 1.47 ||| These included: the presence of thick meconium-stained amniotic fluid, low 5-minute Apgar score (less than 7), admission to the neonatal intensive care unit, or the diagnosis of hypoxic ischemic encephalopathy by the pediatrician.",11814497,the presence of thick meconium-stained amniotic fluid,po.Disease,ml
7,"3 |||  ||| 0.3 ||| A total of 573 women admitted for induction of labor were randomized to receive oral misoprostol, vaginal misoprostol, or the control, dinoprostone.",11814497," receive oral misoprostol, vaginal misoprostol, or the control, dinoprostone.",i.Procedure,ml
8,41 ||| MATERIALS AND METHODS ||| 1.11 ||| There were twice as many women randomized into the dinoprostone group.,11814497,twice as many women randomized into the dinoprostone group.,i.Procedure,ml
9,"46 ||| MATERIALS AND METHODS ||| 1.16 ||| Inclusion criteria were any women having induction of labor with a singleton cephalic fetus of 34 weeks or more in whom the membranes were unruptured, cardiotocography showed no fetal distress, and there were no painful contractions.",11814497,no fetal distress,i.SS,ml
10,"7 |||  ||| 0.7 ||| However, significantly fewer women delivered vaginally in the oral misoprostol group compared with those in the dinoprostone group (relative risk 0.71, 99% confidence interval 0.51, 0.99).",11814497,significantly fewer women delivered vaginally in the oral misoprostol group,o.Treatment,ml
11,"95 ||| RESULTS ||| 2.13 ||| There were no significant differences in the incidence of thick meconium, low 5-minute Apgar scores (less than 7), admission to neonatal intensive care units, or hypoxic ischemic encephalopathy.",11814497,no significant differences in the incidence of thick meconium,o.Treatment,ml
