,sentence,pubmed_id,content,label,labeler
0,"1 ||| Methods ||| 1.1 ||| In a multicenter trial, we randomly assigned 204 patients with acute myocardial infarction to receive an intracoronary infusion of progenitor cells derived from bone marrow (BMC) or placebo medium into the infarct artery 3 to 7 days after successful reperfusion therapy.",16990384,204 patients,po.Size,lingtaiwei
1,"1 ||| Methods ||| 1.1 ||| In a multicenter trial, we randomly assigned 204 patients with acute myocardial infarction to receive an intracoronary infusion of progenitor cells derived from bone marrow (BMC) or placebo medium into the infarct artery 3 to 7 days after successful reperfusion therapy.",16990384,patients with acute myocardial infarction,po.Disease,lingtaiwei
2,"1 ||| Methods ||| 1.1 ||| In a multicenter trial, we randomly assigned 204 patients with acute myocardial infarction to receive an intracoronary infusion of progenitor cells derived from bone marrow (BMC) or placebo medium into the infarct artery 3 to 7 days after successful reperfusion therapy.",16990384,receive an intracoronary infusion of progenitor cells derived from bone marrow (BMC) or placebo medium,i.Diagnostic,lingtaiwei
3,20 ||| Results ||| 2.19 ||| Progenitor cells were isolated and enriched with the use of Ficoll-Hypaque centrifugation procedures.,16990384,Progenitor cells were isolated and enriched,i.Diagnostic,lingtaiwei
4,7 ||| Results ||| 2.6 ||| All patients underwent bone marrow aspiration 3 to 6 days after receiving reperfusion therapy for acute myocardial infarction.,16990384,3 to 6 days after receiving reperfusion therapy for acute myocardial infarction,i.Procedure,lingtaiwei
5,7 ||| Results ||| 2.6 ||| All patients underwent bone marrow aspiration 3 to 6 days after receiving reperfusion therapy for acute myocardial infarction.,16990384,underwent bone marrow aspiration,i.Diagnostic,lingtaiwei
6,54 ||| Statistical Analysis ||| 3.29 ||| Global LVEF increased from a mean of 46.9± 10.4% at baseline to 49.9±13.0% at 4 months in the placebo group.,16990384,Global LVEF increased from a mean of 46.9± 10.4% at baseline to 49.9±13.0% at 4 months in the placebo group,o.Patient,lingtaiwei
7,"2 ||| Results ||| 2.1 ||| At 4 months, the absolute improvement in the global left ventricular ejection fraction (LVEF) was significantly greater in the BMC group than in the placebo group (mean [±SD] increase, 5.5±7.3% vs. 3.0±6.5%; P = 0.01).",16990384, the absolute improvement in the global left ventricular ejection fraction (LVEF) was significantly greater in the BMC group than in the placebo group,o.Patient,lingtaiwei
8,"51 ||| Statistical Analysis ||| 3.26 ||| At 4 months, paired left ventricular angiograms with adequate contrast opacification for quantitative analysis were available for 95 patients in the BMC group and 92 patients in the placebo group.",16990384,paired left ventricular angiograms with adequate contrast opacification for quantitative analysis,i.Diagnostic,lingtaiwei
9,"75 ||| Statistical Analysis ||| 3.50 ||| Likewise, the post hoc combined clinical end point of death, recurrence of myocardial infarction, and rehospitalization for heart failure occurred less frequently in the BMC group than in the placebo group.",16990384,"the post hoc combined clinical end point of death, recurrence of myocardial infarction, and rehospitalization for heart failure occurred less frequently",o.Patient,lingtaiwei
10,"89 ||| Statistical Analysis ||| 3.64 ||| Taken together, our findings indicate that when combined with optimal reperfusion therapy (stent implantation) and state-of-the-art medical treatment, intracoronary administration of BMC enhances the recovery of global and regional left ventricular function after myocardial infarction.",16990384,"when combined with optimal reperfusion therapy (stent implantation) and state-of-the-art medical treatment, intracoronary administration of BMC enhances the recovery of global and regional left ventricular function after myocardial infarction",o.Treatment,lingtaiwei
11,"92 ||| Statistical Analysis ||| 3.67 ||| A reduced LVEF during the acute phase of myocardial infarction is the most important independent predictor of a poor outcome, even in the era of optimal reperfusion therapy with the use of stenting of the infarct-related artery.",16990384,A reduced LVEF during the acute phase of myocardial infarction is the most important independent predictor of a poor outcome,o.Patient,lingtaiwei
12,"87 ||| Statistical Analysis ||| 3.62 ||| Thus, segments with the most severe impairment in contractility at baseline appear to derive the greatest benefit from BMC administration.",16990384,segments with the most severe impairment in contractility at baseline appear to derive the greatest benefit from BMC administration,o.Treatment,lingtaiwei
