,sentence,pubmed_id,content,label,labeler
0,1 |||  ||| 0.1 ||| OBJECTIVE: To determine the efficacy of oral misoprostol (50 µg) administered every 3 hours compared to vaginal misoprostol (50 µg) administered every 6 hours for induction of labor.,11641676,the efficacy of oral misoprostol (50 µg) administered every 3 hours compared to vaginal misoprostol (50 µg) administered every 6 hours for induction of labor,pr.Disease,ZhouJiaying
1,13 ||| Material and methods ||| 1.5 ||| Post-term inductions were considered when gestational age was ≥41 weeks (41 0 weeks).,11641676,gestational age was ≥41 weeks,po.SS,ZhouJiaying
2,"40 ||| Results ||| 2.1 ||| There were 126 patients enrolled in this study, 62 in the oral group and 64 in the vaginal group.",11641676,126 patients,po.Size,ZhouJiaying
3,"15 ||| Material and methods ||| 1.7 ||| Specific exclusion criteria included oligohydramnios (amniotic fluid index, <2.5th percentile for gestational age), 14 intrauterine growth restriction (estimated fetal weight, <10th percentile for gestational age), abruptio placenta, premature rupture of the membranes, previous uterine scar, prior PG use for cervical ripening/labor induction, and any contraindication to vaginal delivery (eg, active genital herpes).",11641676,"exclusion criteria included oligohydramnios (amniotic fluid index, <2.5th percentile for gestational age), 14 intrauterine growth restriction (estimated fetal weight, <10th percentile for gestational age), abruptio placenta, premature rupture of the membranes, previous uterine scar, prior PG use for cervical ripening/labor induction, and any contraindication to vaginal delivery (eg, active genital herpes)",po.Disease,ZhouJiaying
4,"2 |||  ||| 0.2 ||| STUDY METHODS: In this double-blind randomized trial, 126 women received misoprostol (50 µg) either orally every 3 hours or vaginally every 6 hours for induction of labor.",11641676,126 women,po.Gender,ZhouJiaying
5,"2 |||  ||| 0.2 ||| STUDY METHODS: In this double-blind randomized trial, 126 women received misoprostol (50 µg) either orally every 3 hours or vaginally every 6 hours for induction of labor.",11641676,126 women received misoprostol (50 µg) either orally every 3 hours or vaginally every 6 hours for induction of labor.,i.Procedure,ZhouJiaying
6,18 ||| Material and methods ||| 1.10 ||| Each patient received an oral tablet every 3 hours and a vaginal tablet every 6 hours (administered concurrently with an oral tablet) to a maximum of 48 hours.,11641676,an oral tablet every 3 hours and a vaginal tablet every 6 hours,i.Procedure,ZhouJiaying
7,"17 ||| Material and methods ||| 1.9 ||| Each envelope contained 2 packages of identically appearing pills, 1 labeled oral medication (either placebo or misoprostol, 50 µg) and 1 labeled vaginal medication (either placebo or misoprostol, 50 µg).",11641676,"2 packages of identically appearing pills, 1 labeled oral medication (either placebo or misoprostol, 50 µg) and 1 labeled vaginal medication (either placebo or misoprostol, 50 µg)",i.Procedure,ZhouJiaying
8,"29 ||| Material and methods ||| 1.21 ||| As per our center's usual protocol for cervical ripening, those women not in labor at 48 hours were reassessed and their Bishop score repeated.",11641676,their Bishop score repeated,i.Diagnostic,ZhouJiaying
9,"4 |||  ||| 0.4 ||| RESULTS: Median time to delivery was shorter in those women who were receiving vaginal misoprostol (vaginal 14.3 hours vs oral 23.1 hours; P = .0004) and more women in the oral group required oxytocin augmentation of labor (73% vs 42%)(RR, 1.98; 95% CI, 1.29 to 3.06).",11641676,Median time to delivery was shorter in those women who were receiving vaginal misoprostol,o.Treatment,ZhouJiaying
10,7 |||  ||| 0.7 ||| CONCLUSION: Vaginal misoprostol administered every 6 hours is more effective for induction of labor than oral misoprostol administered every 3 hours.,11641676,more effective,o.Treatment,ZhouJiaying
11,"54 ||| Results ||| 2.15 ||| When comparing the groups with respect to intrapartum complications, there was an increased rate of tachysystole in those women receiving vaginal misoprostol.",11641676,increased rate of tachysystole,o.Treatment,ZhouJiaying
12,"79 ||| Results ||| 2.40 ||| Oral misoprostol has several potential advantages compared to vaginal misoprostol, including ease of administration and avoidance of repeated vaginal examinations.",11641676,several potential advantages,o.Treatment,ZhouJiaying
