,sentence,pubmed_id,content,label,labeler
0,1 |||  ||| 0.1 ||| KEYWORDS Objectives: To compare oral misoprostol with dinoprostone for induction of labor and their effects on the fetal heart rate patterns.,15733875,oral misoprostol with dinoprostone for induction of labor and their effects on the fetal heart rate patterns,pr.Disease,ZhouJiaying
1,4 |||  ||| 0.4 ||| Results: Data from 96 patients in the misoprostol group and 95 in the dinoprostone group were analyzed.,15733875,96 patients in the misoprostol group and 95 in the dinoprostone group,po.Size,ZhouJiaying
2,"20 ||| Methods ||| 2.4 ||| Women were included if the gestational age was known to be at least 34 weeks, with a single fetus, and cephalic presentation and induction of labor was planned.",15733875,"the gestational age was known to be at least 34 weeks, with a single fetus, and cephalic presentation and induction of labor was planned",po.PhyConditon,ZhouJiaying
3,18 ||| Methods ||| 2.2 ||| A total of 200 women were randomized from 12 October 2001 to 21 November 2002.,15733875,200 women,po.Gender,ZhouJiaying
4,18 ||| Methods ||| 2.2 ||| A total of 200 women were randomized from 12 October 2001 to 21 November 2002.,15733875,200 women,po.Size,ZhouJiaying
5,"2 |||  ||| 0.2 ||| Methods: In a randomized controlled trial, 200 patients received either misoprostol 50 Ag orally for every 4 h, or dinoprostone 0.5 mg intracervically for every 6 h. Cardiotocographic recordings, in 10-min windows 30, 60, and 80 min after prostaglandin administration during induction and continuously during labor, were compared between the two groups.",15733875,"either misoprostol 50 Ag orally for every 4 h, or dinoprostone 0.5 mg intracervically for every 6 h",i.Procedure,ZhouJiaying
6,"2 |||  ||| 0.2 ||| Methods: In a randomized controlled trial, 200 patients received either misoprostol 50 Ag orally for every 4 h, or dinoprostone 0.5 mg intracervically for every 6 h. Cardiotocographic recordings, in 10-min windows 30, 60, and 80 min after prostaglandin administration during induction and continuously during labor, were compared between the two groups.",15733875,Cardiotocographic recordings,i.DiagnosticTest,ZhouJiaying
7,"26 ||| Methods ||| 2.10 ||| Patients received either dinoprostone (Prepidil GelR, Pharmacia, South Africa) 0.5 mg intracervically (6-h inerval) or misoprostol 50 Ag per os (4-h interval), until the cervix was favourable (Bishop scoreN7) allowing amniotomy, or causing spontaneous rupture of membranes, or inducing progressive painful contractions.",15733875,"Patients received either dinoprostone (Prepidil GelR, Pharmacia, South Africa) 0.5 mg intracervically (6-h inerval) or misoprostol 50 Ag per os (4-h interval)",i.Procedure,ZhouJiaying
8,3 |||  ||| 0.3 ||| Primary outcome for effectiveness and safety was assessed in terms of the number of vaginal deliveries within 24 h and fetal heart rate abnormalities during induction and labor respectively.,15733875,the number of vaginal deliveries within 24 h and fetal heart rate abnormalities during induction and labor,i.DiagnosticTest,ZhouJiaying
9,8 |||  ||| 0.8 ||| Conclusion: Oral misoprostol is as effective as intracervical dinopro-stone for induction of labor with no difference in the frequency of fetal heart rate abnormalities.,15733875,Oral misoprostol is as effective as intracervical dinopro-stone,o.Treatment,ZhouJiaying
10,93 ||| Results ||| 3.38 ||| The study demonstrated that oral misoprostol is as effective as intracervical dinoprostone for induction of labor at only a fraction of the cost with no difference in fetal heart rate abnormalities.,15733875,oral misoprostol is as effective as intracervical dinoprostone,o.Treatment,ZhouJiaying
11,"74 ||| Results ||| 3.19 ||| Although low-dose oral misoprostol leads to longer induction to delivery intervals, the oral route was associated with fewer contractile and fetal heart rate abnormalities.",15733875,"low-dose oral misoprostol leads to longer induction to delivery intervals,",o.Treatment,ZhouJiaying
