,sentence,pubmed_id,content,label,labeler
0,"4 |||  ||| 0.4 ||| Patients were eligible for inclusion if they were aged under 75 years, self-caring, adequately literate in the English Objective: To estimate the incremental effects on cost and quality of life of cardiac rehabilitation after an acute coronary syndrome.",16274344,aged under 75 years,po.Age,zmj
1,"4 |||  ||| 0.4 ||| Patients were eligible for inclusion if they were aged under 75 years, self-caring, adequately literate in the English Objective: To estimate the incremental effects on cost and quality of life of cardiac rehabilitation after an acute coronary syndrome.",16274344,cardiac rehabilitation after an acute coronary syndrome,pr.Disease,zmj
2,9 |||  ||| 0.9 ||| Participants: 113 patients aged 41-75 years who were self-caring and literate in English.,16274344,113 patients,po.Size,zmj
3,9 |||  ||| 0.9 ||| Participants: 113 patients aged 41-75 years who were self-caring and literate in English.,16274344,aged 41-75 years,po.Age,zmj
4,"3 |||  ||| 0.3 ||| METHODS Participants Consecutive patients from two tertiary teaching hospitals of the Central Sydney Area Health Service, New South Wales, were recruited over a 2-year period after uncomplicated acute myocardial infarction (AMI) or recovery from unstable angina, and followed up for 12 months.",16274344,recovery from uncomplicated acute myocardial infarction (AMI) or unstable angina,po.PhyConditon,zmj
5,"32 |||  ||| 0.32 ||| Patients from both groups received individualised medical treatment including non-invasive and invasive cardiological procedures, surgical revascularisation, pharmacotherapy, and lifestyle counselling as determined by their usual doctors.",16274344,individualised medical treatment including non-invasive and invasive cardiological procedures,i.Procedure,zmj
6,"50 |||  ||| 0.50 ||| Patients allocated to rehabilitation were to start within 2 weeks of leaving hospital, and were offered a 6-week package of thrice-weekly sessions, each comprising 60-90 minutes of supervised exercise, combined with 45 minutes of education (12 occasions) and 45 minutes of psychosocial counselling (6 occasions).",16274344,supervised exercise,i.Procedure,zmj
7,26 |||  ||| 0.26 ||| Participants were allocated at random to hospital-based cardiac rehabilitation or conventional care and followed up for 12 months.,16274344,hospital-based cardiac rehabilitation or conventional care,i.Procedure,zmj
8,"94 ||| RESULTS ||| 2.21 ||| These additional costs of rehabilitation were partially offset by lower costs for medication ($117), ambulance ($143), and other consultations ($66).",16274344,partially offset,o.Patient,zmj
9,"116 ||| DISCUSSION ||| 4.3 ||| Rehabilitation costs of $631 per patient were offset by a reduction in followup costs of $236, resulting in a net incremental cost per patient of $395.",16274344,Rehabilitation costs per patient were offset by a reduction in followup costs ,o.Patient,zmj
