,sentence,pubmed_id,content,label,labeler
0,"18 ||| Methods ||| 1.2 ||| In the present study, we focused on detailed analysis of LV systolic and diastolic function using transthoracic echocardiography and speckle tracking imaging during a 6-month A total of 60 patients with a first anterior wall STEMI (18 women and 42 men, age 56 Ϯ 9 years, range 34 to 72) and a baseline LVEF Ͻ40%, were included in the present study.",19892047,60 patients,po.Size,lingtaiwei
1,"18 ||| Methods ||| 1.2 ||| In the present study, we focused on detailed analysis of LV systolic and diastolic function using transthoracic echocardiography and speckle tracking imaging during a 6-month A total of 60 patients with a first anterior wall STEMI (18 women and 42 men, age 56 Ϯ 9 years, range 34 to 72) and a baseline LVEF Ͻ40%, were included in the present study.",19892047,18 women and 42 men,po.Gender,lingtaiwei
2,"18 ||| Methods ||| 1.2 ||| In the present study, we focused on detailed analysis of LV systolic and diastolic function using transthoracic echocardiography and speckle tracking imaging during a 6-month A total of 60 patients with a first anterior wall STEMI (18 women and 42 men, age 56 Ϯ 9 years, range 34 to 72) and a baseline LVEF Ͻ40%, were included in the present study.",19892047,"age 56 Ϯ 9 years, range 34 to 72",po.Age,lingtaiwei
3,"18 ||| Methods ||| 1.2 ||| In the present study, we focused on detailed analysis of LV systolic and diastolic function using transthoracic echocardiography and speckle tracking imaging during a 6-month A total of 60 patients with a first anterior wall STEMI (18 women and 42 men, age 56 Ϯ 9 years, range 34 to 72) and a baseline LVEF Ͻ40%, were included in the present study.",19892047,patients with a first anterior wall STEMI,po.Disease,lingtaiwei
4,1 |||  ||| 0.1 ||| To investigate the effect of intracoronary injection of autologous mononuclear bone marrow stem cells (BMSCs) in patients with ST-elevation myocardial infarction (STEMI) on left ventricular (LV) systolic and diastolic function using standard echocardiography and 2-dimensional systolic strain.,19892047,the effect of intracoronary injection of autologous mononuclear bone marrow stem cells (BMSCs) in patients with ST-elevation myocardial infarction (STEMI) on left ventricular (LV) systolic and diastolic function,pr.Disease,lingtaiwei
5,12 |||  ||| 0.12 ||| All the patients were successfully treated with primary PCI within 12 hours after the onset of symptoms.,19892047, were successfully treated with primary PCI within 12 hours after the onset of symptoms,i.Procedure,lingtaiwei
6,"2 |||  ||| 0.2 ||| A total of 60 patients with first anterior wall STEMI and LV ejection fraction of <40%, treated with successful primary percutaneous coronary intervention were randomly assigned to the treatment group (BMSC group) or the control group in a 2:1 ratio.",19892047,treated with successful primary percutaneous coronary intervention,i.Procedure,lingtaiwei
7,"2 |||  ||| 0.2 ||| A total of 60 patients with first anterior wall STEMI and LV ejection fraction of <40%, treated with successful primary percutaneous coronary intervention were randomly assigned to the treatment group (BMSC group) or the control group in a 2:1 ratio.",19892047,were randomly assigned to the treatment group (BMSC group) or the control group in a 2:1 ratio,i.Diagnostic,lingtaiwei
8,"5 |||  ||| 0.5 ||| No differences were found in the baseline echocardiographic parameters of LV systolic and diastolic dysfunc-tion-the LV ejection fraction was 35 ؎ 6% in the BMSC group, similar to that in the control group (33 ؎ 7%, p ‫؍‬ 0.42).",19892047,"No differences were found in the baseline echocardiographic parameters of LV systolic and diastolic dysfunc-tion-the LV ejection fraction was 35 ؎ 6% in the BMSC group, similar to that in the control group",o.Treatment,lingtaiwei
9,69 ||| Results ||| 2.13 ||| The analysis of systolic function using the speckle tracking method showed a significant improvement in systolic myocardial velocities of the basal segments of LV in the BMSC group but not in the control group (Figure 1).,19892047,a significant improvement in systolic myocardial velocities of the basal segments of LV in the BMSC group but not in the control group,o.Treatment,lingtaiwei
10,"28 ||| Methods ||| 1.12 ||| Echocardiography was performed in all patients at baseline (day 3 after primary PCI) and after 6 months of follow-up with standard parasternal and apical views using a VIVID 7 Dimension system (GE Vingmed Ultrasound AS, Horten, Norway).",19892047,Echocardiography was performed in all patients,i.Diagnostic,lingtaiwei
11,"83 ||| Discussion ||| 3.9 ||| In our study, we assessed the LV function using the new echocardiographic method-2-dimensional speckle tracking myocardial velocity and strain analysis.",19892047,2-dimensional speckle tracking myocardial velocity and strain analysis,i.Diagnostic,lingtaiwei
12,75 ||| Discussion ||| 3.1 ||| Our results have demonstrated that in patients with a large first anterior STEMI intracoronary injection of autologous mononuclear BMSCs 3 to 11 days after successful primary PCI significantly improves both LV systolic and diastolic function at 6 months.,19892047,in patients with a large first anterior STEMI intracoronary injection of autologous mononuclear BMSCs 3 to 11 days after successful primary PCI significantly improves both LV systolic and diastolic function at 6 months,o.Treatment,lingtaiwei
13,79 ||| Discussion ||| 3.5 ||| Post hoc analyses from the Reinfusion of Enriched Progenitor Cells and Infarct Remodeling in Acute Myocardial Infarction (REPAIR-AMI) trial 10 suggested that BMSC therapy might be more beneficial to patients with more severely depressed LVEF.,19892047,BMSC therapy might be more beneficial to patients with more severely depressed LVEF,o.Patient,lingtaiwei
