,sentence,pubmed_id,content,label,labeler
0,"1 |||  ||| 0.1 ||| We investigated the effects of aggressive antihyperten-sive therapy based on hydrochlorothiazide, candesartan or lisinopril on urinary albumin excretion, endothelial function and inflammatory activity in hypertensive type II diabetic individuals.",15647778,"effects of aggressive antihyperten-sive therapy based on hydrochlorothiazide, candesartan or lisinopril on urinary albumin excretion, endothelial function and inflammatory activity in hypertensive type II diabetic individuals",pr.SS,limingqi
1,"25 ||| Introduction ||| 1.14 ||| The goal of the study was to investigate the effects of aggressive antihypertensive treatment based on hydrochlorothiazide, candesartan or lisinopril on left ventricular mass and arterial stiffness (as primary outcomes), and on other cardiovascular risk factors (as secondary outcomes).",15647778,"to investigate the effects of aggressive antihypertensive treatment based on hydrochlorothiazide, candesartan or lisinopril on left ventricular mass and arterial stiffness (as primary outcomes), and on other cardiovascular risk factors",pr.SS,limingqi
2,"26 ||| Introduction ||| 1.15 ||| This study describes the effects on the secondary end points, urinary albumin excretion, endothelial function and inflammatory activity.",15647778,"urinary albumin excretion, endothelial function and inflammatory activity",pr.SS,limingqi
3,"29 ||| Subjects ||| 2.3 ||| Inclusion criteria for the run-in period were type II diabetes mellitus for X6 months (WHO criteria 1985), age between 35 and 70 years, Caucasian ethnicity, and urinary albumin excretion o 100 mg/24 h. Individuals were excluded in case of pregnancy or planning pregnancy, a history of myocardial infarction, angina pectoris, coronary artery bypass surgery, angioplasty, stroke, congestive heart failure, malignancy or other serious illnesses, serum creatinine 4140 mmol/l, body mass index 435 kg/m 2 , alcohol and/or drug abuse, or participation in other clinical trials.",15647778,type II diabetes mellitus for X6 months,po.SS,limingqi
4,"29 ||| Subjects ||| 2.3 ||| Inclusion criteria for the run-in period were type II diabetes mellitus for X6 months (WHO criteria 1985), age between 35 and 70 years, Caucasian ethnicity, and urinary albumin excretion o 100 mg/24 h. Individuals were excluded in case of pregnancy or planning pregnancy, a history of myocardial infarction, angina pectoris, coronary artery bypass surgery, angioplasty, stroke, congestive heart failure, malignancy or other serious illnesses, serum creatinine 4140 mmol/l, body mass index 435 kg/m 2 , alcohol and/or drug abuse, or participation in other clinical trials.",15647778,age between 35 and 70 years,po.Age,limingqi
5,"29 ||| Subjects ||| 2.3 ||| Inclusion criteria for the run-in period were type II diabetes mellitus for X6 months (WHO criteria 1985), age between 35 and 70 years, Caucasian ethnicity, and urinary albumin excretion o 100 mg/24 h. Individuals were excluded in case of pregnancy or planning pregnancy, a history of myocardial infarction, angina pectoris, coronary artery bypass surgery, angioplasty, stroke, congestive heart failure, malignancy or other serious illnesses, serum creatinine 4140 mmol/l, body mass index 435 kg/m 2 , alcohol and/or drug abuse, or participation in other clinical trials.",15647778,urinary albumin excretion o 100 mg/24 h,po.SS,limingqi
6,"29 ||| Subjects ||| 2.3 ||| Inclusion criteria for the run-in period were type II diabetes mellitus for X6 months (WHO criteria 1985), age between 35 and 70 years, Caucasian ethnicity, and urinary albumin excretion o 100 mg/24 h. Individuals were excluded in case of pregnancy or planning pregnancy, a history of myocardial infarction, angina pectoris, coronary artery bypass surgery, angioplasty, stroke, congestive heart failure, malignancy or other serious illnesses, serum creatinine 4140 mmol/l, body mass index 435 kg/m 2 , alcohol and/or drug abuse, or participation in other clinical trials.",15647778,"pregnancy or planning pregnancy, a history of myocardial infarction, angina pectoris, coronary artery bypass surgery, angioplasty, stroke, congestive heart failure, malignancy or other serious illnesses, serum creatinine 4140 mmol/l, body mass index 435 kg/m 2 , alcohol and/or drug abuse, or participation in other clinical trials",po.SS,limingqi
7,"2 |||  ||| 0.2 ||| A total of 70 hypertensive type II diabetic individuals were treated with three antihyper-tensive strategies in a randomized, double-blind, double dummy design.",15647778,A total of 70 hypertensive ,po.Size,limingqi
8,"2 |||  ||| 0.2 ||| A total of 70 hypertensive type II diabetic individuals were treated with three antihyper-tensive strategies in a randomized, double-blind, double dummy design.",15647778,"randomized, double-blind, double dummy design",i.Procedure,limingqi
9,"32 ||| Subjects ||| 2.6 ||| We did echocardiography, assessments of vascular function, laboratory assessments, blood pressure and pulse rate measurements at baseline, and after 6 and 12 months of treatment.",15647778,"randomized, double-blind, double dummy",i.Procedure,limingqi
10,41 ||| Subjects ||| 2.15 ||| When target pressure was not reached the following steps were added consecutively: 12.5 mg hydrochlorothiazide; doubling of study medication; 5 mg felodipine; 50 mg metoprolol; 2 mg doxazosin; 5 mg felodipine; 50 mg metoprolol; 2 mg doxazosin; 5 mg felodipine; 100 mg metoprolol; and 4 mg doxazosin (when contraindications were present or,15647778,12.5 mg hydrochlorothiazide; doubling of study medication; 5 mg felodipine; 50 mg metoprolol; 2 mg doxazosin; 5 mg felodipine; 50 mg metoprolol; 2 mg doxazosin; 5 mg felodipine; 100 mg metoprolol; and 4 mg doxazosin ,i.Procedure,limingqi
