,sentence,pubmed_id,content,label,labeler
0,"2 |||  ||| 0.2 ||| There has been considerable uncertainty regarding effects of some classes of antihypertensive drugs on risk of Main Outcome Measures. The primary outcome was combined fatal CHD or nonfatal myocardial infarction, analyzed by intent-to-treat.",12479763,effects of some classes of antihypertensive drugs on risk of Main Outcome Measures,pr.Disease,limingqi
1,21 |||  ||| 0.21 ||| Individuals with a history of hospitalized or treated symptomatic heart failure (HF) and/or known left ventricular ejection fraction of less than 35% were excluded.,12479763,Individuals with a history of hospitalized or treated symptomatic heart failure (HF) and/or known left ventricular ejection fraction of less than 35% were excluded.,po.Procedure,limingqi
2,"127 ||| Statistical Methods ||| 1.86 ||| Combined CVD indicates CHD death, nonfatal MI, stroke, coronary revascularization procedures, hospitalized or treated angina, treated or hospitalized heart failure, and peripheral arterial disease (hospitalized or outpatient revascularization).",12479763,"CHD death, nonfatal MI, stroke, coronary revascularization procedures, hospitalized or treated angina, treated or hospitalized heart failure, and peripheral arterial disease",pr.SS,limingqi
3,"59 ||| Statistical Methods ||| 1.18 ||| Among participants with unknown vital status, the distributions of most baseline factors were similar among the 3 treatment groups, but participants assigned to lisinopril were less likely to be black and more likely to be women, have untreated hypertension, evidence of CHD or atherosclerotic CVD, and a lower mean serum glucose.",12479763,less likely to be black and more likely to be women,po.Gender,limingqi
4,"59 ||| Statistical Methods ||| 1.18 ||| Among participants with unknown vital status, the distributions of most baseline factors were similar among the 3 treatment groups, but participants assigned to lisinopril were less likely to be black and more likely to be women, have untreated hypertension, evidence of CHD or atherosclerotic CVD, and a lower mean serum glucose.",12479763,"have untreated hypertension, evidence of CHD or atherosclerotic CVD, and a lower mean serum glucose",po.Disease,limingqi
5,"20 |||  ||| 0.20 ||| Other drugs, including low doses of open-label step 1 drug classes, were permitted if clinically indicated.",12479763,including low doses of open-label step 1 drug classes,i.Procedure,limingqi
6,"159 ||| Statistical Methods ||| 1.118 ||| Since a large proportion of participants required more than 1 drug to control their BP, it is reasonable to infer that a diuretic be included in all multidrug regimens, if possible.",12479763, a diuretic be included in all multidrug regimens,i.Procedure,limingqi
7,"68 ||| Statistical Methods ||| 1.27 ||| Among participants with available medication information at 1 year, 26.7%, 25.9%, and 32.6% of those assigned to chlorthalidone, amlodipine, and lisinopril, respectively, were taking a step 2 or step 3 drug.",12479763,"26.7%, 25.9%, and 32.6% of those assigned to chlorthalidone, amlodipine, and lisinopril, respectively",i.Procedure,limingqi
8,"72 ||| Statistical Methods ||| 1.31 ||| At 1 year, 40.0% (n=4645), 44.0% (n=3017), and 43.8% (n = 2764) of participants assigned to chlorthalidone, amlodipine, and lisinopril, respectively, still taking their disease; MI, myocardial infarction; HDL-C, high-density lipoprotein cholesterol; LVH, left ventricular hypertrophy; and CHD, coronary heart disease.",12479763,"40.0% (n=4645), 44.0% (n=3017), and 43.8% (n = 2764) of participants assigned to chlorthalidone, amlodipine, and lisinopril",i.Procedure,limingqi
9,"72 ||| Statistical Methods ||| 1.31 ||| At 1 year, 40.0% (n=4645), 44.0% (n=3017), and 43.8% (n = 2764) of participants assigned to chlorthalidone, amlodipine, and lisinopril, respectively, still taking their disease; MI, myocardial infarction; HDL-C, high-density lipoprotein cholesterol; LVH, left ventricular hypertrophy; and CHD, coronary heart disease.",12479763,"MI, myocardial infarction; HDL-C, high-density lipoprotein cholesterol; LVH, left ventricular hypertrophy; and CHD, coronary heart disease",i.Disease,limingqi
10,"61 ||| Statistical Methods ||| 1.20 ||| Among participants in the chlorthalidone group who were contacted in the clinic or by telephone within 12 months of annual scheduled visits, 87.1% were taking chlorthalidone or another diuretic at 1 year, decreasing to 80.5% at 5 years; 67.5% (n=4387) were taking a diuretic without a CCB or an ACE inhibitor; and 13.2% were taking a diuretic with a CCB (5.8% [n = 399]) or an ACE inhibitor (9.3% [n=641]).",12479763,taking chlorthalidone or another diuretic,i.Procedure,limingqi
11,"62 ||| Statistical Methods ||| 1.20 ||| Among participants in the chlorthalidone group who were contacted in the clinic or by telephone within 12 months of annual scheduled visits, 87.1% were taking chlorthalidone or another diuretic at 1 year, decreasing",12479763,taking a diuretic without a CCB or an ACE inhibitor,i.Procedure,limingqi
12,"63 ||| Statistical Methods ||| 1.20 ||| Among participants in the chlorthalidone group who were contacted in the clinic or by telephone within 12 months of annual scheduled visits, 87.1% were taking chlorthalidone or another diuretic at 1 year, decreasing",12479763,taking a diuretic with a CCB (5.8% [n = 399]) or an ACE inhibitor (9.3% [n=641]),i.Procedure,limingqi
13,"100 ||| Statistical Methods ||| 1.59 ||| For combined CHD, there was a significant differential effect by age (P=.01 for interaction) with RRs (lisinopril vs chlorthalidone) of 0.94 for those less than 65 years vs 1.11 in those 65 years or older.",12479763,of 0.94 for those less than 65 years vs 1.11 in those 65 years or older,o.Patient,limingqi
14,"102 ||| Statistical Methods ||| 1.61 ||| For stroke and combined CVD, there was a significant differential effect by race (P = .01 and P=.04 for interaction, respectively).",12479763,"a significant differential effect by race (P = .01 and P=.04 for interaction, respectively).",o.Patient,limingqi
15,"95 ||| Statistical Methods ||| 1.54 ||| No significant difference was observed between lisinopril and chlorthalidone for the primary outcome (RR, 0.99; 95% CI, 0.91-1.08) or for the secondary outcomes of all-cause mortality, combined CHD, peripheral arterial disease, cancer, or ESRD (Table 5, Figures 3 and 4).",12479763,"No significant difference was observed between lisinopril and chlorthalidone for the primary outcome (RR, 0.99; 95% CI, 0.91-1.08) ",o.Treatment,limingqi
16,"136 ||| Statistical Methods ||| 1.95 ||| The greater differences observed in black vs nonblack patients for combined CVD and stroke, along with a similar trend for HF and lesser BP lowering with lisinopril, are in accord with the multiple reports of poorer BP response with ACE inhibitor in black patients.",12479763,The greater differences observed in black vs nonblack patients,o.Patient,limingqi
