,sentence,pubmed_id,content,label,labeler
0,3 |||  ||| 0.3 ||| Hypothesis: Telmisartan may be more effective than amlodipine in preventing AF recurrence in hypertensive patients with paroxysmal AF and normal or increased left atrial dimension (LAD).,22522403,Telmisartan may be more effective than amlodipine in preventing AF recurrence in hypertensive patients with paroxysmal AF and normal or increased left atrial dimension (LAD),pr.SS,limingqi
1,"20 ||| Methods ||| 2.2 ||| Between October 1, 2009 andNovember 30, 2011, the study population was selected according to the following criteria: consecutive outpatients of either sex, age 40-80 years, with stage I hypertension (systolic blood pressure [SBP] ≥140 mm Hg and <160 mm Hg and/or diastolic blood pressure [DBP] ≥90 mm Hg and <100 mm Hg), in sinus rhythm, but with ≥2 electrocardiogram (ECG)-documented episodes of symptomatic AF in the previous 6 months, each lasting >60 minutes but <7 days and terminating spontaneously.",22522403,age 40-80 years,po.Age,limingqi
2,"20 ||| Methods ||| 2.2 ||| Between October 1, 2009 andNovember 30, 2011, the study population was selected according to the following criteria: consecutive outpatients of either sex, age 40-80 years, with stage I hypertension (systolic blood pressure [SBP] ≥140 mm Hg and <160 mm Hg and/or diastolic blood pressure [DBP] ≥90 mm Hg and <100 mm Hg), in sinus rhythm, but with ≥2 electrocardiogram (ECG)-documented episodes of symptomatic AF in the previous 6 months, each lasting >60 minutes but <7 days and terminating spontaneously.",22522403,"with stage I hypertension (systolic blood pressure [SBP] ≥140 mm Hg and <160 mm Hg and/or diastolic blood pressure [DBP] ≥90 mm Hg and <100 mm Hg), in sinus rhythm, but with ≥2 electrocardiogram (ECG)-documented episodes of symptomatic AF in the previous 6 months, each lasting >60 minutes but <7 days and terminating spontaneously",po.SS,limingqi
3,"35 ||| Methods ||| 2.17 ||| Palpitations were not taken into consideration, nor were patients' subjective appraisals.",22522403,not taken into consideration,po.SS,limingqi
4,"4 |||  ||| 0.4 ||| Methods: The authors assigned 378 mild hypertensive outpatients in sinus rhythm, but with ≥2 episodes of AF in the previous 6 months, to 1 of 2 groups.",22522403,assigned 378 mild hypertensive outpatients in sinus rhythm,i.Procedure,limingqi
5,"7 |||  ||| 0.7 ||| In both groups, patients were randomly treated with telmisartan or amlodipine for 1 year.",22522403,randomly treated with telmisartan or amlodipine for 1 year,i.Procedure,limingqi
6,36 ||| Methods ||| 2.18 ||| The primary endpoint of the study was to assess the efficacy of telmisartan as compared with amlodipine with regard to cumulative number of patients relapsing into documented AF.,22522403,assess the efficacy of telmisartan as compared with amlodipine with regard to cumulative number of patients relapsing into documented AF,i.Procedure,limingqi
7,37 ||| Methods ||| 2.19 ||| The secondary endpoint was the time to a first ECG-documented recurrence of AF.,22522403,the time to a first ECG-documented recurrence of AF,i.Procedure,limingqi
8,"60 ||| Discussion ||| 5.2 ||| The first is that in hypertensive patients with a history of paroxysmal AF, antihypertensive treatment with the ARB telmisartan was more effective than amlodipine therapy in reducing AF recurrence, despite a similar BP reduction.",22522403,with the ARB telmisartan was more effective than amlodipine therapy in reducing AF recurrence,o.Treatment,limingqi
9,"62 ||| Discussion ||| 5.4 ||| These results, which confirm some previous observation with this and other ARBs, 18 -23 are not in agreement with those of 2 large secondary prevention studies, the Gruppo Italiano per lo Studio della Sopravvivenza nell'Insufficienza Cardiaca (GISSI)-AF study 25 and the Angiotensin II-Antagonist in Paroxysmal Atrial Fibrillation (ANTIPAF) trial, 26 which failed to demonstrate the efficacy of valsartan and olmesartan, respectively, in preventing AF recurrence.",22522403,"the Gruppo Italiano per lo Studio della Sopravvivenza nell'Insufficienza Cardiaca (GISSI)-AF study 25 and the Angiotensin II-Antagonist in Paroxysmal Atrial Fibrillation (ANTIPAF) trial, 26 which failed to demonstrate the efficacy of valsartan and olmesartan, respectively, in preventing AF recurrence",o.Treatment,limingqi
10,"70 ||| Discussion ||| 5.12 ||| Finally, the different pharmacologic characteristics of the ARBs used also might have played a role; telmisartan has been shown to have the strongest binding affinity to Ang II type 1 receptors among various ARBs, the rank order of affinity being telmisartan > olmesartan > candesartan > valsartan > losartan.",22522403,the rank order of affinity being telmisartan > olmesartan > candesartan > valsartan > losartan,o.Treatment,limingqi
11,"71 ||| Discussion ||| 5.13 ||| Also, the selective peroxisome proliferator-activated receptor-gamma-modulating activity, which is peculiar to telmisartan, 28 -31 might contribute to its AF-preventive effect, through the insulin-sensitizing effect and the attenuation of AF-promoting atrial remodeling related to peroxisome proliferator-activated receptorgamma stimulation.",22522403,28 -31 might contribute to its AF-preventive effect,o.Treatment,limingqi
12,"66 ||| Discussion ||| 5.8 ||| Furthermore, the proportion of patients with coronary heart disease was higher in the valsartan group than in the placebo group, as was the proportion of patients with pathologic Q-wave and with peripheral artery disease, so that patients in the valsartan group were more complicated and prone to AF development.",22522403,"the proportion of patients with coronary heart disease was higher in the valsartan group than in the placebo group, as was the proportion of patients with pathologic Q-wave and with peripheral artery disease",o.Patient,limingqi
