,sentence,pubmed_id,content,label,labeler
0,1 |||  ||| 0.1 ||| Indução do trabalho de parto por meio de solução oral titulada de misoprostol versus oxitocina em gestação a termo: estudo controlado randomizado Artigo Original Abstract PURPOSE: To evaluate the effectiveness and the safety of orally administered misoprostol in comparison to intravenously infused oxytocin for labor induction in term pregnant women.,23412004,orally administered misoprostol in comparison to intravenously infused oxytocin,pr.Disease,ZhouJiaying
1,38 ||| Introduction ||| 1.12 ||| Twenty-five patients were excluded for different reasons; 260 were included in the study.,23412004,260,po.Size,ZhouJiaying
2,"40 ||| Introduction ||| 1.14 ||| Additional criteria for enrollment were birth weight of maximally 4.000 gram, normal fetal heart rate, cephalic presentation, lack of uterine contractures, and Bishop's score of 6 or less.",23412004,birth weight of maximally 4.000 gram,po.PhyConditon,ZhouJiaying
3,"40 ||| Introduction ||| 1.14 ||| Additional criteria for enrollment were birth weight of maximally 4.000 gram, normal fetal heart rate, cephalic presentation, lack of uterine contractures, and Bishop's score of 6 or less.",23412004,normal fetal heart rate,po.Clinical,ZhouJiaying
4,"40 ||| Introduction ||| 1.14 ||| Additional criteria for enrollment were birth weight of maximally 4.000 gram, normal fetal heart rate, cephalic presentation, lack of uterine contractures, and Bishop's score of 6 or less.",23412004,cephalic presentation,po.PhyConditon,ZhouJiaying
5,"40 ||| Introduction ||| 1.14 ||| Additional criteria for enrollment were birth weight of maximally 4.000 gram, normal fetal heart rate, cephalic presentation, lack of uterine contractures, and Bishop's score of 6 or less.",23412004,lack of uterine contractures,po.PhyConditon,ZhouJiaying
6,"40 ||| Introduction ||| 1.14 ||| Additional criteria for enrollment were birth weight of maximally 4.000 gram, normal fetal heart rate, cephalic presentation, lack of uterine contractures, and Bishop's score of 6 or less.",23412004,Bishop's score of 6 or less,po.PhyConditon,ZhouJiaying
7,39 ||| Introduction ||| 1.13 ||| The inclusion criteria were women aged 18 years or older with a gestational age of 38 to 42 weeks and a singleton pregnancy who had request for elective termination of pregnancy before 42 weeks of gestation or had medical indication for labor induction (hypertension and diabetes).,23412004,women aged 18 years,po.Age,ZhouJiaying
8,39 ||| Introduction ||| 1.13 ||| The inclusion criteria were women aged 18 years or older with a gestational age of 38 to 42 weeks and a singleton pregnancy who had request for elective termination of pregnancy before 42 weeks of gestation or had medical indication for labor induction (hypertension and diabetes).,23412004,women aged 18 years,po.Gender,ZhouJiaying
9,39 ||| Introduction ||| 1.13 ||| The inclusion criteria were women aged 18 years or older with a gestational age of 38 to 42 weeks and a singleton pregnancy who had request for elective termination of pregnancy before 42 weeks of gestation or had medical indication for labor induction (hypertension and diabetes).,23412004,a gestational age of 38 to 42 weeks and a singleton pregnancy who had request for elective termination of pregnancy before 42 weeks of gestation or had medical indication for labor induction (hypertension and diabetes).,po.SS,ZhouJiaying
10,"55 ||| Study population ||| 3.1 ||| Between 2008 and 2010, a total of 285 term pregnant women whom were candidate for vaginal delivery were assessed for eligibility to enter the study.",23412004,pregnant women,po.SS,ZhouJiaying
11,"58 ||| Study population ||| 3.4 ||| In the oxytocin group, infusion rate of 2 mIU/min was prescribed for induction and gradually increased by 2 mIU/min every 15 minutes to a maximum dose of 36 mIU/min until adequate uterine contractions were attained.",23412004,oxytocin group,i.Procedure,ZhouJiaying
