,sentence,pubmed_id,content,label,labeler
0,"37 ||| RESULTS ||| 4.3 ||| Patients must have metastatic disease that progressed on their most recent treatment regimen, which must have contained trastuzumab.",20124187,must have contained trastuzumab,po.Procedure,奉捷
1,"37 ||| RESULTS ||| 4.3 ||| Patients must have metastatic disease that progressed on their most recent treatment regimen, which must have contained trastuzumab.",20124187,have metastatic disease,po.Disease,奉捷
2,39 ||| RESULTS ||| 4.5 ||| Patients must have received prior anthracycline-and taxane-based regimens in either the adjuvant or metastatic setting.,20124187,received prior anthracycline-and taxane-based regimens,po.Procedure,奉捷
3,40 ||| RESULTS ||| 4.6 ||| Eligible patients had at least one measurable lesion according to Response Evaluation Criteria in Solid Tumors (RECIST) or bone-only disease.,20124187,had at least one measurable lesion,po.Disease,奉捷
4,40 ||| RESULTS ||| 4.6 ||| Eligible patients had at least one measurable lesion according to Response Evaluation Criteria in Solid Tumors (RECIST) or bone-only disease.,20124187,bone-only disease,po.Disease,奉捷
5,36 ||| RESULTS ||| 4.2 ||| Eligible patients were women ? 18 years of age with histologically or cytologically confirmed BC.,20124187,18 years of age,po.Age,奉捷
6,"24 ||| Study Design ||| 2.2 ||| Patients were stratified by hormone receptor and visceral disease status and randomly assigned in a 1:1 ratio to receive either oral lapatinib 1,500 mg daily or oral lapatinib 1,000 mg daily in combination with intravenous ",20124187,"oral lapatinib 1,000 mg daily in combination with intravenous ",i.Procedure,奉捷
7,"24 ||| Study Design ||| 2.2 ||| Patients were stratified by hormone receptor and visceral disease status and randomly assigned in a 1:1 ratio to receive either oral lapatinib 1,500 mg daily or oral lapatinib 1,000 mg daily in combination with intravenous ",20124187,"oral lapatinib 1,500 mg daily",i.Procedure,奉捷
8,59 ||| RESULTS ||| 4.25 ||| The median OS time in the study was 51.6 weeks in patients receiving lapatinib plus trastuzumab compared with 39.0 weeks in patients receiving lapatinib monotherapy.,20124187,receiving lapatinib monotherapy,i.Procedure,奉捷
9,59 ||| RESULTS ||| 4.25 ||| The median OS time in the study was 51.6 weeks in patients receiving lapatinib plus trastuzumab compared with 39.0 weeks in patients receiving lapatinib monotherapy.,20124187,receiving lapatinib plus trastuzumab,i.Procedure,奉捷
10,"83 ||| RESULTS ||| 4.49 ||| The incidence of rash was higher in patients receiving lapatinib monotherapy compared with patients receiving combination therapy (29% v 22%, respectively) and was probably a result of a higher dose of lapatinib in the monother",20124187,The incidence of rash was higher ,o.Patient,奉捷
11,"1 |||  ||| 0.1 ||| Medicine Purpose Preclinical studies in ErbB2-positive cell lines demonstrated a synergistic interaction between lapatinib and trastuzumab, suggesting that dual blockade is more effective than a single agent alone.",20124187,dual blockade is more effective,o.Treatment,奉捷
