,sentence,pubmed_id,content,label,labeler
0,"4 |||  ||| 0.4 ||| Participants Two hundred and forty-®ve pregnant women at term, with medical or obstetric indications for labour induction and unfavourable cervices.",11281461,pregnant women,po.PhyConditon,ml
1,1 |||  ||| 0.1 ||| Objective To compare the ef®cacy of equivalent doses of orally administered with vaginally administered misoprostol in induction of labour at term.,11281461,compare the ef®cacy of equivalent doses of orally administered with vaginally administered misoprostol in induction of labour,pr.Disease,ml
2,"37 ||| METHODS ||| 2.4 ||| Women with previous uterine surgery including a previous caesarean section, with signi®cant fetal or medical concerns or known contraindications to the use of prostaglandins were excluded.",11281461,previous uterine surgery,po.Disease,ml
3,38 ||| METHODS ||| 2.5 ||| A normal fetal heart tracing and a cervical Bishops score of less than 8 were also criteria for inclusion.,11281461,A normal fetal heart tracing,po.Disease,ml
4,"63 ||| RESULTS ||| 4.1 ||| Two hundred and forty-®ve women were recruited for the trial, marginally over the intended sample size.",11281461,Two hundred and forty-®ve women,po.Size,ml
5,"46 ||| METHODS ||| 2.13 ||| If a diagnosis of labour was made or the cervical Bishop's score was 8 or more, she was transferred to labour ward for arti®cial rupture of membranes.",11281461,a diagnosis of labour was made or the cervical Bishop's score was 8 or more,i.Procedure,ml
6,5 |||  ||| 0.5 ||| Methods The women were randomly assigned to receive 50mgm of misoprostol orally or vaginally four hourly to a maximum of ®ve doses.,11281461,randomly assigned to receive 50mgm of misoprostol orally or vaginally,i.Procedure,ml
7,"53 ||| METHODS ||| 2.20 ||| The women were also asked to state their preference for the route of administration of the induction agent (oral or vaginal), if they were to have another induction.",11281461,were also asked to state their preference,i.Procedure,ml
8,"71 ||| RESULTS ||| 4.9 ||| Two of the women who had a failed induction with oral misoprostol eventually went into labour with PGE 2 vaginal gel, but underwent caesarean sections for inadequate progress in labour.",11281461,had a failed induction with oral misoprostol eventually went into labour ,i.Disease,ml
9,"72 ||| RESULTS ||| 4.10 ||| Three others in the oral group did not respond to PGE 2 , and had abdominal deliveries, along with the three women who opted for caesarean sections since they did not want to try PGE 2 .",11281461,did not respond to PGE 2,i.Disease,ml
10,"20 ||| INTRODUCTION ||| 1.7 ||| This showed that vaginal misoprostol resulted in signi®cantly more women delivering within 24 hours of the induction, with less need for oxytocin and lower operative delivery rates 3 .",11281461,vaginal misoprostol resulted in signi®cantly more women delivering within 24 hours of the induction,o.Patient,ml
11,"67 ||| RESULTS ||| 4.5 ||| The mean induction to delivery interval in those who delivered vaginally was signi®cantly shorter in the vaginal misoprostol group (17.8h vs 27.9h; mean difference 10.1 h, 95% CI 5.8-14.4) ( Table 2) and the number of women who delivered with a single dose was higher (77.8% vs 51.1%; RR 1.5, 95% CI 1.2-2.0), as was the number who delivered within 24 hours of the start of the induction (80% vs 46.3%; RR 1.5, 95% CI 1.3±2.1).",11281461,delivered vaginally was signi®cantly shorter in the vaginal misoprostol group,o.Patient,ml
12,"68 ||| RESULTS ||| 4.6 ||| The number of women who received oxytocin augmentation was higher in the oral group, although in those receiving oxytocin there was no signi®cant difference in the mean amount given (5.7IU in the oral group vs 4.2IU in the vaginal group; mean difference 1.5, 95% CI of mean difference ±0.5 to 13.4).",11281461,higher in the oral group,o.Treatment,ml
13,"8 |||  ||| 0.8 ||| More women were delivered within 24 hours (80% vs 46.3%; RR 1.7, 95% CI 1.3±2.1) and fewer women needed oxytocin augmentation (39% vs 58.2%; RR 0.67, 95% CI 0.5-0.9) in the vaginal group.",11281461,More women were delivered within 24 hour,o.Patient,ml
14,95 ||| RESULTS ||| 4.33 ||| Most of these women quoted the ease and less invasive nature of the oral administration as positive points and about 8% quoted the absence of restriction of movement following its administration as an additional advantage.,11281461, the ease and less invasive nature of the oral administration as positive points,o.Patient,ml
