,sentence,pubmed_id,content,label,labeler
0,3 |||  ||| 0.3 ||| Patients A total of 3086 adults aged 18 years or older with unstable angina or non-Q-wave acute myocardial infarction.,11277825,3086 adults,po.Size,HeYingzhi
1,3 |||  ||| 0.3 ||| Patients A total of 3086 adults aged 18 years or older with unstable angina or non-Q-wave acute myocardial infarction.,11277825,aged 18 years or older,po.Age,HeYingzhi
2,3 |||  ||| 0.3 ||| Patients A total of 3086 adults aged 18 years or older with unstable angina or non-Q-wave acute myocardial infarction.,11277825,unstable angina or non-Q-wave acute myocardial infarction,po.Disease,HeYingzhi
3,29 ||| Study Population ||| 2.2 ||| Eligible patients were adults aged 18 years or older with chest pain or discomfort of at least 15 minutes' duration that occurred at rest or with minimal exertion within the 24-hour period preceding hospitalization and represented a change from their usual anginal pattern.,11277825,chest pain or discomfort of at least 15 minutes' duration that occurred at rest or with minimal exertion,po.Disease,HeYingzhi
4,"41 ||| Study Population ||| 2.14 ||| Between 24 and 96 hours after hospital admission, eligible patients were randomly assigned with stratification by center to double-blind treatment with atorvastatin (80 mg/d) or matching placebo for 16 weeks.",11277825,treatment with atorvastatin (80 mg/d) or matching placeboebo,i.Procedure,HeYingzhi
5,"65 ||| Patients ||| 4.1 ||| Between May 1997 and September 1999, 3086 patients were enrolled; 1538 were randomly assigned to receive atorvastatin and 1548 to receive placebo (FIGURE 1).",11277825,1538 were randomly assigned to receive atorvastatin and 1548 to receive placebo,i.Procedure,HeYingzhi
6,"41 ||| Study Population ||| 2.14 ||| Between 24 and 96 hours after hospital admission, eligible patients were randomly assigned with stratification by center to double-blind treatment with atorvastatin (80 mg/d) or matching placebo for 16 weeks.",11277825,16 weeks,i.Procedure,HeYingzhi
7,"25 |||  ||| 0.25 ||| The Myocardial Ischemia Reduction with Aggressive Cholesterol Lowering (MIRACL) study tested the hypothesis that treatment with atorvastatin (80 mg/d), initiated soon after presentation with unstable angina or non-Q-wave acute MI, reduces the occurrence of early, recurrent ischemic events and death.",11277825,"treatment with atorvastatin (80 mg/d), initiated soon after presentation with unstable angina or non-Q-wave acute MI, reduces the occurrence of early, recurrent ischemic events and death",o.Treatment,HeYingzhi
8,"103 ||| Patients ||| 4.39 ||| Our finding that treatment with 80 mg/d of atorvastatin, initiated 24 to 96 hours after an ACS, reduces the risk of Relative Risk (95% Confidence Interval) Death, nonfatal acute myocardial infarction, and resuscitated cardiac arrest were not significantly reduced in the atorvastatin group compared with the placebo group.",11277825,"treatment with 80 mg/d of atorvastatin, initiated 24 to 96 hours after an ACS, reduces the risk of Relative Risk (95% Confidence Interval) Death, nonfatal acute myocardial infarction",o.Treatment,HeYingzhi
9,"124 ||| Patients ||| 4.60 ||| In conclusion, the results of this trial indicate that treatment with 80 mg/d of atorvastatin, initiated during the acute phase of unstable angina or non-Q wave acute MI, reduces the risk of early, recurrent ischemic events, primarily recurrent symptomatic ischemia requiring hospitalization.",11277825,"treatment with 80 mg/d of atorvastatin, initiated during the acute phase of unstable angina or non-Q wave acute MI, reduces the risk of early, recurrent ischemic events, primarily recurrent symptomatic ischemia requiring hospitalization",o.Treatment,HeYingzhi
