,sentence,pubmed_id,content,label,labeler
0,1 |||  ||| 0.1 ||| Arterial hypertension was defined as an untreated systolic blood pressure of 130 mm Hg or more or a diastolic blood pressure of 85 mm Hg or more or as the need for antihypertensive therapy to attain a systolic or diastolic blood pressure under these levels.,15736290,an untreated systolic blood pressure,pr.SS,limingqi
1,"2 |||  ||| 0.2 ||| Subjects with a glycosylated hemoglobin level of 11 percent or greater, nondiabetic renal disease, and a specific indication for or contraindication to ACE-inhibitor therapy or non-dihydropyridine calcium-channel blocker therapy were not included.",15736290,with a glycosylated hemoglobin level of 11 percent or greate,po.SS,limingqi
2,"2 |||  ||| 0.2 ||| Subjects with a glycosylated hemoglobin level of 11 percent or greater, nondiabetic renal disease, and a specific indication for or contraindication to ACE-inhibitor therapy or non-dihydropyridine calcium-channel blocker therapy were not included.",15736290,"nondiabetic renal disease, and a specific indication for or contraindication to ACE-inhibitor therapy or non-dihydropyridine calcium-channel blocker therapy",po.SS,limingqi
3,"53 ||| results ||| 1.1 ||| A total of 1209 subjects were randomly assigned to one of four treatments, and of those, 1204 were followed for a median of 3.6 years (interquartile range, 1.3 to 4.3) (see the Supplementary Appendix, available with the full text of this article at www.nejm.org).",15736290,A total of 1209 subjects,po.Size,limingqi
4,"7 |||  ||| 0.7 ||| After a six-week washout period during which any previous therapy with agents that inhibit the renin-angiotensin system was discontinued, and a three-week washout period during which any previous therapy with non-dihydropyridine calciumchannel blockers was discontinued, eligible subjects were randomly assigned to receive one of the study treatments: the non-dihydropyridine calciumchannel blocker verapamil (in a sustained-release formulation, at a dose of 240 mg per day), the ACE inhibitor trandolapril (2 mg per day), the combination of verapamil (in a sustained-release formulation, 180 mg per day) plus trandolapril (2 mg per day), or placebo.",15736290,After a six-week washout period,i.Diagnostic,limingqi
5,"7 |||  ||| 0.7 ||| After a six-week washout period during which any previous therapy with agents that inhibit the renin-angiotensin system was discontinued, and a three-week washout period during which any previous therapy with non-dihydropyridine calciumchannel blockers was discontinued, eligible subjects were randomly assigned to receive one of the study treatments: the non-dihydropyridine calciumchannel blocker verapamil (in a sustained-release formulation, at a dose of 240 mg per day), the ACE inhibitor trandolapril (2 mg per day), the combination of verapamil (in a sustained-release formulation, 180 mg per day) plus trandolapril (2 mg per day), or placebo.",15736290,"the non-dihydropyridine calciumchannel blocker verapamil (in a sustained-release formulation, at a dose of 240 mg per day), the ACE inhibitor trandolapril (2 mg per day), the combination of verapamil (in a sustained-release formulation, 180 mg per day) plus trandolapril (2 mg per day), or placebo",i.Procedure,limingqi
6,"9 |||  ||| 0.9 ||| The use of potassium-sparing diuretics, inhibitors of the renin-angiotensin system, and non-dihydropyridine calcium-channel blockers different from the study drugs was not allowed.",15736290,"potassium-sparing diuretics, inhibitors of the renin-angiotensin system, and non-dihydropyridine calcium-channel blockers different from the study drugs",i.Procedure,limingqi
7,"13 |||  ||| 0.13 ||| Blood pressure and randomly collected morning urine samples were evaluated at the time of randomization, at one week, one month, and three months after randomization, and every three months thereafter.",15736290,Blood pressure and randomly collected morning urine samples,i.DiagnosticTest,limingqi
8,"14 |||  ||| 0.14 ||| Blood glucose, serum potassium, sodium, urea, and creatinine levels were measured at baseline and every three months thereafter.",15736290,"Blood glucose, serum potassium, sodium, urea, and creatinine levels were measured",i.DiagnosticTest,limingqi
9,16 |||  ||| 0.16 ||| Additional evaluations were performed within one week after any change in antihypertensive therapy and whenever deemed clinically appropriate.,15736290,Additional evaluations were performed,i.DiagnosticTest,limingqi
10,"53 ||| results ||| 1.1 ||| A total of 1209 subjects were randomly assigned to one of four treatments, and of those, 1204 were followed for a median of 3.6 years (interquartile range, 1.3 to 4.3) (see the Supplementary Appendix, available with the full text of this article at www.nejm.org).",15736290,followed for a median of 3.6 years,i.Procedure,limingqi
11,105 ||| results ||| 1.53 ||| Our results demonstrate that microalbuminuria can be prevented in type 2 diabetes.,15736290,microalbuminuria can be prevented in type 2 diabetes,o.Treatment,limingqi
12,"110 ||| results ||| 1.58 ||| In conclusion, in subjects with type 2 diabetes and arterial hypertension, normoalbuminuria, and normal renal function, ACE-inhibitor therapy with trandolapril plus verapamil or trandolapril alone prevented the onset of microalbuminuria.",15736290,with trandolapril plus verapamil or trandolapril alone prevented the onset of microalbuminuria,o.Treatment,limingqi
13,"112 ||| results ||| 1.60 ||| These findings suggest that in hypertensive patients with type 2 diabetes and normal renal function, an ACE inhibitor may be the medication of choice for controlling blood pressure.",15736290,an ACE inhibitor may be the medication of choice for controlling blood pressure,o.Treatment,limingqi
