,sentence,pubmed_id,content,label,labeler
0,"26 ||| Introduction ||| 1.13 ||| Patients were excluded if they had received previous chemotherapy for metastatic disease, brain, or bone metastases as the only site of disease, a history of other cancers, except in situ cervix cancer radically resected and nonmelanoma skin cancer, prior history of cardiac disease or hypertension.",16850247,"had received previous chemotherapy for metastatic disease, brain, or bone metastases as the only site of disease, a history of other cancers",po.Disease,奉捷
1,25 ||| Introduction ||| 1.12 ||| Patients may have received anthracycline and/or taxane containing regimens as adjuvant chemotherapy and relapsed >12 months following the end of chemotherapy.,16850247,received anthracycline,po.MedHistory,奉捷
2,25 ||| Introduction ||| 1.12 ||| Patients may have received anthracycline and/or taxane containing regimens as adjuvant chemotherapy and relapsed >12 months following the end of chemotherapy.,16850247,relapsed >12 months,po.Procedure,奉捷
3,"35 ||| Patients and methods ||| 2.2 ||| Eligible patients were women with untreated metastatic BC over-expressing HER-2/neu by the HercepTrastuzumab was administered at the loading dose of 4 mg/kg on day 1, as 90-min infusion followed by weekly doses of 2 mg/kg given over 30 min.",16850247,women,po.Gender,奉捷
4,"35 ||| Patients and methods ||| 2.2 ||| Eligible patients were women with untreated metastatic BC over-expressing HER-2/neu by the HercepTrastuzumab was administered at the loading dose of 4 mg/kg on day 1, as 90-min infusion followed by weekly doses of 2 mg/kg given over 30 min.",16850247,with untreated metastatic BC,po.Disease,
5,27 ||| Introduction ||| 1.14 ||| Patients with peripheral neuropathy of grade 2 or pregnancy were also ineligible.,16850247,with peripheral neuropathy of grade 2 or pregnancy,po.Disease,奉捷
6,"35 ||| Patients and methods ||| 2.2 ||| Eligible patients were women with untreated metastatic BC over-expressing HER-2/neu by the HercepTrastuzumab was administered at the loading dose of 4 mg/kg on day 1, as 90-min infusion followed by weekly doses of 2 mg/kg given over 30 min.",16850247,loading dose of 4 mg/kg on day 1,i.Procedure,奉捷
7,"35 ||| Patients and methods ||| 2.2 ||| Eligible patients were women with untreated metastatic BC over-expressing HER-2/neu by the HercepTrastuzumab was administered at the loading dose of 4 mg/kg on day 1, as 90-min infusion followed by weekly doses of 2 mg/kg given over 30 min.",16850247,weekly doses of 2 mg/kg,i.Procedure,
8,85 ||| Patient characteristics ||| 5.3 ||| The ECOG performance status was 0-1 in 95 A) and 36 cases (57.1%) (arm B) treated with anthracyclines-based regimens (Table 1).,16850247,36 cases (57.1%),po.Size,奉捷
9,85 ||| Patient characteristics ||| 5.3 ||| The ECOG performance status was 0-1 in 95 A) and 36 cases (57.1%) (arm B) treated with anthracyclines-based regimens (Table 1).,16850247,treated with anthracyclines-based regimens,i.Procedure,奉捷
10,"3 |||  ||| 0.3 ||| Patients received weekly paclitaxel single agent (80 mg/m 2) or combined with trastuzumab (4 mg/kg loading dose, then weekly 2 mg/kg).",16850247, received weekly paclitaxel single agent,i.Procedure,奉捷
11,"3 |||  ||| 0.3 ||| Patients received weekly paclitaxel single agent (80 mg/m 2) or combined with trastuzumab (4 mg/kg loading dose, then weekly 2 mg/kg).",16850247,combined with trastuzumab,i.Procedure,奉捷
12,"10 |||  ||| 0.10 ||| The combined treatment was statistically significant superior for overall response rate (ORR) (75% vs. 56.9%; P = 0.037), particularly in the subset of IHC 3+ patients (84.5% vs. 47.5%; P = 0.00050).",16850247,statistically significant superior ,o.Patient,奉捷
