,sentence,pubmed_id,content,label,labeler
0,3 |||  ||| 0.3 ||| We compared the effect of antihypertensive treatment with a calcium-channel-blocker-based regimen and an angiotensin-converting-enzyme-inhibitor-based regimen on the retinal microvasculature.,18622251,compared the effect of antihypertensive treatment with a calcium-channel-blocker-based regimen and an angiotensin-converting-enzyme-inhibitor-based ,pr.SS,limingqi
1,"17 ||| Introduction ||| 1.8 ||| We, therefore, hypothesized that antihypertensive treatment would cause regression of microvascular changes in hypertension and we also compared the effect of a calcium-channel-blocker (CCB)-based regimen and an angiotensin-converting-enzyme-inhibitor (ACEI)-based regimen on the retinal microvasculature.",18622251,compared the effect of a calcium-channel-blocker (CCB)-based regimen and an angiotensin-converting-enzyme-inhibitor (ACEI)-based,pr.SS,limingqi
2,"18 ||| Methods ||| 2.1 ||| Despite the extensive data regarding the effects of hypertension and other cardiovascular risk factors on the Twenty-five patients (17 men, age range 24-71 years) with untreated hypertension (previously untreated or antihypertensive treatment discontinued for at least 1 year) were recruited from the Peart-Rose Hypertension and Cardiovascular Disease Prevention Clinic at St Mary's Hospital NHS Trust.",18622251,other cardiovascular risk factors on the Twenty-five patients,po.Treatment,limingqi
3,"18 ||| Methods ||| 2.1 ||| Despite the extensive data regarding the effects of hypertension and other cardiovascular risk factors on the Twenty-five patients (17 men, age range 24-71 years) with untreated hypertension (previously untreated or antihypertensive treatment discontinued for at least 1 year) were recruited from the Peart-Rose Hypertension and Cardiovascular Disease Prevention Clinic at St Mary's Hospital NHS Trust.",18622251,17 men,po.Size,limingqi
4,"18 ||| Methods ||| 2.1 ||| Despite the extensive data regarding the effects of hypertension and other cardiovascular risk factors on the Twenty-five patients (17 men, age range 24-71 years) with untreated hypertension (previously untreated or antihypertensive treatment discontinued for at least 1 year) were recruited from the Peart-Rose Hypertension and Cardiovascular Disease Prevention Clinic at St Mary's Hospital NHS Trust.",18622251,age range 24-71 years,po.Age,limingqi
5,"18 ||| Methods ||| 2.1 ||| Despite the extensive data regarding the effects of hypertension and other cardiovascular risk factors on the Twenty-five patients (17 men, age range 24-71 years) with untreated hypertension (previously untreated or antihypertensive treatment discontinued for at least 1 year) were recruited from the Peart-Rose Hypertension and Cardiovascular Disease Prevention Clinic at St Mary's Hospital NHS Trust.",18622251,17 men,po.Gender,limingqi
6,"23 ||| Methods ||| 2.6 ||| Individuals were not eligible for the study if they had accelerated hypertension, secondary hypertension, diabetes mellitus, familial hypercholesterolaemia, heart failure or any other significant concomitant disease.",18622251,"accelerated hypertension, secondary hypertension, diabetes mellitus, familial hypercholesterolaemia, heart failure or any other significant concomitant disease",po.SS,limingqi
7,"6 |||  ||| 0.6 ||| Methods Twenty-five patients (17 men, age range 24-71 years) with untreated hypertension were randomized to treatment with an amlodipine-based (n U 12) or lisinopril-based (n U 13) regimen in a double-blind, prospective parallel limb trial for 52 weeks.",18622251,randomized to treatment with an amlodipine-based (n U 12) or lisinopril-based (n U 13) regimen in a double-blind,i.Procedure,limingqi
8,"24 ||| Methods ||| 2.7 ||| After a 4-week run-in period (2 weeks on single-blinded placebo tablets), eligible patients were randomly allocated to a double-blind, prospective two parallel limb trial with minimization for age and sex.",18622251,"randomly allocated to a double-blind, prospective two parallel limb trial with minimization for age and sex",i.Diagnostic,limingqi
9,26 ||| Methods ||| 2.9 ||| Participants received either amlodipine (5 mg daily) or lisinopril (5 mg daily).,18622251,received either amlodipine (5 mg daily) or lisinopril (5 mg daily),i.Procedure,limingqi
10,27 ||| Methods ||| 2.10 ||| Follow-up visits were at 2-week intervals until BP was controlled and every 3 months subsequently.,18622251, Follow-up visits were at 2-week,i.Procedure,limingqi
11,4 |||  ||| 0.4 ||| Conclusion Antihypertensive treatment is associated with improvement in arteriolar narrowing and rarefaction.,18622251,Antihypertensive treatment is associated with improvement in arteriolar narrowing and rarefaction,o.Treatment,limingqi
12,"8 |||  ||| 0.8 ||| Blood pressure reduction was associated with a reduction in arteriolar narrowing, a widening of arteriolar branch angle and an increase in arteriolar density.",18622251, associated with a reduction in arteriolar narrowing,o.Treatment,limingqi
13,79 ||| Results ||| 5.28 ||| Our data obtained using quantitative techniques extend previous observations by showing that antihypertensive treatment for 1 year is associated with a marked improvement in arteriolar narrowing and rarefaction without effects on the venular side of the retinal circulation.,18622251,antihypertensive treatment for 1 year is associated with a marked improvement in arteriolar narrowing,o.Treatment,limingqi
14,"85 ||| References ||| 6.5 ||| In conclusion, this study has shown that antihypertensive treatment can induce regression of microvascular abnormalities associated with elevated BP.",18622251,antihypertensive treatment can induce regression of microvascular abnormalities associated with elevated BP,o.Treatment,limingqi
