,sentence,pubmed_id,content,label,labeler
0,"27 ||| Methods ||| 1.18 ||| Seventy-two patients were randomized to return to full normal activities, including work at 2 weeks, after AMI without a formal rehabilitation program (early return to normal activities [ERNA] group).",16563893, AMI without a formal rehabilitation program,pr.Disease,zmj
1,"20 ||| Methods ||| 1.11 ||| If left ventricular ejection fraction was Յ40%, patients could have electrophysiologic studies; if there was no inducible ventricular tachycardia (cycle length Ͼ230 ms), they were eligible to be included in the trial.",16563893,no inducible ventricular tachycardia,po.Disease,zmj
2,"36 ||| Methods ||| 1.27 ||| During the trial period 1,249 patients who were Ͻ75 years of age were screened (Figure 1).",16563893,"1,249 patients ",po.Size,zmj
3,"36 ||| Methods ||| 1.27 ||| During the trial period 1,249 patients who were Ͻ75 years of age were screened (Figure 1).",16563893,who were Ͻ75 years of age,po.Age,zmj
4,4 |||  ||| 0.4 ||| Patients with left ventricular ejection fraction <40% were included only if they did not have inducible ventricular tachycardia at electrophysiologic studies.,16563893,left ventricular ejection fraction <40% ,po.PhyConditon,zmj
5,"27 ||| Methods ||| 1.18 ||| Seventy-two patients were randomized to return to full normal activities, including work at 2 weeks, after AMI without a formal rehabilitation program (early return to normal activities [ERNA] group).",16563893,full normal activities,i.Procedure,zmj
6,29 ||| Methods ||| 1.20 ||| The 2 groups of patients were encouraged to exercise at home on a regular basis.,16563893,exercise at home on a regular basis,i.Procedure,zmj
7,"25 ||| Methods ||| 1.16 ||| Seventy patients were randomized to undergo the standard cardiac rehabilitation program and return to full normal activities, including work at 6 weeks after AMI (conventional treatment group).",16563893,undergo the standard cardiac rehabilitation program,i.Procedure,zmj
8,5 |||  ||| 0.5 ||| Seventy-two patients were randomized to return to normal activities at 2 weeks and 70 patients to undergo standard cardiac rehabilitation and return to normal activities at 6 weeks after AMI.,16563893,return to normal activities,o.Patient,zmj
9,6 |||  ||| 0.6 ||| There were no deaths or heart failure in either group.,16563893,no deaths or heart failure,o.Patient,zmj
10,"8 |||  ||| 0.8 ||| In conclusion, return to full normal activities, including work at 2 weeks, after AMI appears to be safe in patients who are stratified to a low-risk group.",16563893,AMI appears to be safe in patients,o.Patient,zmj
