,sentence,pubmed_id,content,label,labeler
0,"7 |||  ||| 0.7 ||| Results 741 women were randomised, 365 to the misoprostol group and 376 to the vaginal dinoprostone group.",16455695,741 women,po.Size,ZhouJiaying
1,"7 |||  ||| 0.7 ||| Results 741 women were randomised, 365 to the misoprostol group and 376 to the vaginal dinoprostone group.",16455695,741 women,po.Gender,ZhouJiaying
2,1 |||  ||| 0.1 ||| Objective To compare oral misoprostol solution with vaginal prostaglandin gel (dinoprostone) for induction of labour at term to determine whether misoprostol is superior.,16455695,oral misoprostol solution with vaginal prostaglandin gel (dinoprostone) for induction of labour,pr.Disease,ZhouJiaying
3,"16 |||  ||| 0.16 ||| We excluded women with a ""favourable"" cervix (defined as a modified Bishop score of ≥ 7), any contraindication to vaginal birth, previous uterine surgery (including caesarean section), or ruptured membranes.",16455695,"excluded women with a ""favourable"" cervix",po.Disease,ZhouJiaying
4,"53 ||| Results ||| 3.3 ||| Of these, 741 (78.8%) were admitted for induction of labour and randomised, 365 women to oral misoprostol, and 376 to vaginal dinoprostone.",16455695,"741 (78.8%) were admitted for induction of labour and randomised, 365 women to oral misoprostol, and 376 to vaginal dinoprostone.",i.Procedure,ZhouJiaying
5,5 |||  ||| 0.5 ||| Interventions 20 g oral misoprostol solution at two hourly intervals and placebo vaginal gel or vaginal dinoprostone gel at six hourly intervals and placebo oral solution.,16455695, Interventions 20 g oral misoprostol solution at two hourly intervals and placebo vaginal gel or vaginal dinoprostone gel at six hourly intervals and placebo oral solution.,i.Procedure,ZhouJiaying
6,10 |||  ||| 0.10 ||| Conclusions This trial shows no evidence that oral misoprostol is superior to vaginal dinoprostone for induction of labour.,16455695,no evidence that oral misoprostol is superior to vaginal dinoprostone,o.Treatment,ZhouJiaying
7,"73 ||| Data analysis ||| 4.16 ||| Oral misoprostol was associated with an increased need for further doses of vaginal dinoprostone gel and infusion of oxytocin, but a significant reduction in uterine hyperstimulation  without changes in fetal heart rate.",16455695,significant reduction in uterine hyperstimulation,o.Treatment,ZhouJiaying
8,"66 ||| Data analysis ||| 4.9 ||| Women in the oral misoprostol group were more likely to have a low Bishop score ( < 7) 24 hours after the induction was started, to require vaginal dinoprostone gel, to have infusion of oxytocin, and to have a longer time between induction and birth (table 4).",16455695,likely to have a low Bishop score ( < 7) 24 hours,o.Treatment,ZhouJiaying
9,"66 ||| Data analysis ||| 4.9 ||| Women in the oral misoprostol group were more likely to have a low Bishop score ( < 7) 24 hours after the induction was started, to require vaginal dinoprostone gel, to have infusion of oxytocin, and to have a longer time between induction and birth (table 4).",16455695,to require vaginal dinoprostone gel,o.Treatment,ZhouJiaying
10,"66 ||| Data analysis ||| 4.9 ||| Women in the oral misoprostol group were more likely to have a low Bishop score ( < 7) 24 hours after the induction was started, to require vaginal dinoprostone gel, to have infusion of oxytocin, and to have a longer time between induction and birth (table 4).",16455695,to have infusion of oxytocin,o.Treatment,ZhouJiaying
11,"66 ||| Data analysis ||| 4.9 ||| Women in the oral misoprostol group were more likely to have a low Bishop score ( < 7) 24 hours after the induction was started, to require vaginal dinoprostone gel, to have infusion of oxytocin, and to have a longer time between induction and birth (table 4).",16455695,to have a longer time between induction and birth,o.Treatment,ZhouJiaying
12,"84 ||| Data analysis ||| 4.27 ||| Nevertheless, our results provide reliable evidence on the use of oral misoprostol for induction of labour at term and contribute to the available information about its safety.",16455695, reliable evidence on the use of oral misoprostol for induction of labour,o.Treatment,ZhouJiaying
