,sentence,pubmed_id,content,label,labeler
0,"14 ||| Introduction ||| 1.12 ||| Between May, 2003, andDecember, 2006, patients aged 40 years or older with a minor stroke, as defi ned by a US National Institutes of Health stroke scale (NIHSS) score of 3 or less at the time of randomisation, or TIA within 24 h of onset were eligible for enrolment.",17931979,aged 40 years or older,po.Age,奉捷
1,"14 ||| Introduction ||| 1.12 ||| Between May, 2003, andDecember, 2006, patients aged 40 years or older with a minor stroke, as defi ned by a US National Institutes of Health stroke scale (NIHSS) score of 3 or less at the time of randomisation, or TIA within 24 h of onset were eligible for enrolment.",17931979,with a minor stroke,po.Disease,奉捷
2,"74 ||| Results ||| 5.2 ||| 3101 patients with suspected TIA or ischaemic stroke presenting within 24 h of symptom onset were screened at 18 centres for study enrolment, among which 288 (9·3% of the screened population) were excluded for failure to meet an inclusion criterion and 2417 (77·9%) were excluded for meeting an exclusion criterion (table 1).",17931979,3101 patients,po.Size,奉捷
3,"15 ||| Introduction ||| 1.13 ||| In addition, weakness or speech disturbance, dysarthria or All patients were given 81 mg aspirin daily for the study duration, with a loading dose of 162 mg if they were naive to aspirin before study enrolment.",17931979,"weakness or speech disturbance, dysarthria",po.Disease,
4,"15 ||| Introduction ||| 1.13 ||| In addition, weakness or speech disturbance, dysarthria or All patients were given 81 mg aspirin daily for the study duration, with a loading dose of 162 mg if they were naive to aspirin before study enrolment.",17931979,were given 81 mg aspirin daily,i.Procedure,奉捷
5,"15 ||| Introduction ||| 1.13 ||| In addition, weakness or speech disturbance, dysarthria or All patients were given 81 mg aspirin daily for the study duration, with a loading dose of 162 mg if they were naive to aspirin before study enrolment.",17931979,loading dose of 162 mg,i.Procedure,奉捷
6,"4 ||| Introduction ||| 1.2 ||| Systems of care have been forced to become more responsive with the evidence that selected patients who receive thrombolysis with alteplase (recombinant tissue plasminogen activator, rt-PA) within 3 h of the onset of ischaemic stroke have an increased chance of excellent functional outcome.",17931979,receive thrombolysis with alteplase,i.Procedure,奉捷
7,"16 ||| Introduction ||| 1.14 ||| In addition, patients were randomly assigned in a 2×2 factorial design to either placebo or 300 mg clopidogrel loading dose immediately followed by 75 mg clopidogrel daily, and to placebo or 40 mg simvastatin immediately followed by 40 mg daily in the evening.",17931979,300 mg clopidogrel loading dose,i.Procedure,奉捷
8,"16 ||| Introduction ||| 1.14 ||| In addition, patients were randomly assigned in a 2×2 factorial design to either placebo or 300 mg clopidogrel loading dose immediately followed by 75 mg clopidogrel daily, and to placebo or 40 mg simvastatin immediately followed by 40 mg daily in the evening.",17931979,75 mg clopidogrel daily,i.Procedure,
9,"16 ||| Introduction ||| 1.14 ||| In addition, patients were randomly assigned in a 2×2 factorial design to either placebo or 300 mg clopidogrel loading dose immediately followed by 75 mg clopidogrel daily, and to placebo or 40 mg simvastatin immediately followed by 40 mg daily in the evening.",17931979, 40 mg simvastatin immediately,i.Procedure,
10,"16 ||| Introduction ||| 1.14 ||| In addition, patients were randomly assigned in a 2×2 factorial design to either placebo or 300 mg clopidogrel loading dose immediately followed by 75 mg clopidogrel daily, and to placebo or 40 mg simvastatin immediately followed by 40 mg daily in the evening.",17931979,40 mg daily in the evening,i.Procedure,
11,"127 ||| Discussion ||| 6.17 ||| The complementary meta-analysis showed borderline signifi cant risk reduction of 34% of using the combination of aspirin and clopidogrel over either drug used as monotherapy for the combined outcome of all stroke, TIA, acute coronary syndrome, and all-cause death.",17931979,significant risk reduction of 34%,o.Patient,奉捷
