,sentence,pubmed_id,content,label,labeler
0,"19 ||| Statistical analysis ||| 4.2 ||| Patients were eligible if they had a history of anterior MI, by history, electrocardiography, and cardiac enzymes during the past month.",23205050,had a history of anterior MI,po.SS,lingtaiwei
1,"16 ||| Materials and Methods ||| 3.1 ||| The 17-segment model for regional wall motion analysis of LV and LVEF was evaluated before, and 1 and 6 months after intracoronary infusion of bone marrow cells.",23205050,regional wall motion analysis of LV and LVEF,i.Diagnostic,lingtaiwei
2,"65 ||| Discussion ||| 6.5 ||| Compared to control group, the LVEF in the bone marrow cell treated group increased significantly 6 months after the infusion of autologous bone marrow cells into the infarct-related coronary artery.",23205050,the LVEF in the bone marrow cell treated group increased,o.Treatment,lingtaiwei
3,37 ||| Results ||| 5.7 ||| Ticlopidine was used by both groups for 1 month after angioplasty.,23205050,Ticlopidine was used by both groups for 1 month after angioplasty.,o.Treatment,lingtaiwei
4,"43 ||| Results ||| 5.13 ||| In the bone marrow group, the LVEF increased to 39.37 ± 2.47% in 6 months which was significantly different (P = 0.069) from the values before treatment.",23205050,"In the bone marrow group, the LVEF increased to 39.37 ± 2.47%",o.Treatment,lingtaiwei
5,"40 ||| Results ||| 5.10 ||| In addition, there were no increases in white blood cell (WBC) counts in any of the patients 24 hours after the intracoronary transfer of bone morrow cells.",23205050,there were no increases in white blood cell (WBC) counts,o.Treatment,lingtaiwei
6,47 ||| Results ||| 5.17 ||| The WMAI decreased to 36.00 ± 3.86% and 34.40 ± 4.46% respectively in the bone marrow treated and control groups after 6 months.,23205050,The WMAI decreased to 36.00 ± 3.86% and 34.40 ± 4.46% respectively in the bone marrow treated and control groups after 6 months,o.Treatment,lingtaiwei
7,15 ||| Introduction ||| 1.10 ||| Selective coronary and left ventricular (LV) angiography were carried out according to the standard Seldinger method.,23205050,Selective coronary and left ventricular (LV) angiography,i.Diagnostic,lingtaiwei
8,"81 ||| Discussion ||| 6.21 ||| Finally, the results of our study indicated that intracoronary bone marrow stem cell transplantation is safe and feasible.",23205050,intracoronary bone marrow stem cell transplantation is safe and feasible,o.Patient,lingtaiwei
9,4 |||  ||| 0.4 ||| Experimental studies suggested that stem cells and progenitor cells derived from bone marrow can be used in the repair of cardiac tissue after acute MI.,23205050,stem cells and progenitor cells derived from bone marrow can be used in the repair of cardiac tissue after acute MI,o.Treatment,lingtaiwei
