,sentence,pubmed_id,content,label,labeler
0,"9 ||| Introduction ||| 1.9 ||| Inclusion criteria were age between 40 and 65 years old, STEMI according to the WHO definition, PCI ,12 h from the onset of symptoms, one vessel disease with an open infarct related artery amenable to cell therapy.",19508995, age between 40 and 65 years old,po.Age,lingtaiwei
1,"11 ||| Introduction ||| 1.11 ||| In recent years, a variety of clinical trials have explored the hypothesis that BMMNC transplantation may enhance the recovery of LV function after AMI.",19508995,the hypothesis that BMMNC transplantation may enhance the recovery of LV function after AMI,pr.SS,lingtaiwei
2,"10 ||| Introduction ||| 1.10 ||| General exclusion criteria were previous MI, cardiomyopathy, atrial fibrillation or flutter, previous heart surgery, severe valvular heart disease, disease of the haematopoietic system, NYHA functional class IV heart failure at baseline, severe renal, lung and liver disease or cancer, significant coronary lesion in one or more major coronary vessels, intracardiac thrombus, and bone marrow disease.",19508995,"General exclusion criteria were previous MI, cardiomyopathy, atrial fibrillation or flutter, previous heart surgery, severe valvular heart disease, disease of the haematopoietic system, NYHA functional class IV heart failure at baseline, severe renal, lung and liver disease or cancer, significant coronary lesion in one or more major coronary vessels, intracardiac thrombus, and bone marrow disease.",po.Disease,lingtaiwei
3,29 ||| Introduction ||| 1.29 ||| The final preparation of the injected cells contained 5 + 1.2 Â 10 7 mononuclear BMMNC and the control group was made using repeated-measures ANOVA.,19508995,The final preparation of the injected cells contained 5 + 1.2 Â 10 7 mononuclear BMMNC,po.Procedure,lingtaiwei
4,17 ||| Introduction ||| 1.17 ||| All of the patients received medication in accordance with current guidelines for the management of patients with STEMI.,19508995,received medication in accordance with current guidelines for the management of patients with STEMI.,i.Procedure,lingtaiwei
5,"75 ||| Statistical analysis ||| 3.11 ||| In the present study, stem cell therapy improved LVEF by 3.5% when compared with controls over a 4 years follow-up period.",19508995,improved LVEF by 3.5%,i.SS,lingtaiwei
6,54 ||| Results ||| 2.18 ||| One patient (2.4%) had transient acute heart failure in the BMMNC group 7 days after cell transplantation and one death (2.2%) occurred in the control group at 1 year follow-up.,19508995,One patient (2.4%) had transient acute heart failure in the BMMNC group 7 days after cell transplantation,i.SS,lingtaiwei
7,54 ||| Results ||| 2.18 ||| One patient (2.4%) had transient acute heart failure in the BMMNC group 7 days after cell transplantation and one death (2.2%) occurred in the control group at 1 year follow-up.,19508995,death (2.2%) occurred in the control group at 1 year follow-up.,i.SS,lingtaiwei
8,"52 ||| Results ||| 2.16 ||| After intracoronary transplantation of BMMNC, no statistically significant changes were found on CK, CK-MB, homocysteine, PT, TT, APTT, FIB, INR, UN, creatinine, routine blood tests, blood cholesterol, blood glucose, blood pressure or ECG tests (data not shown).",19508995,"After intracoronary transplantation of BMMNC, no statistically significant changes were found on CK, CK-MB, homocysteine, PT, TT, APTT, FIB, INR, UN, creatinine, routine blood tests, blood cholesterol, blood glucose, blood pressure or ECG tests",i.SS,lingtaiwei
9,"94 ||| Statistical analysis ||| 3.30 ||| Study limitations cell delivery in small animals, 29 we find molecular imaging techby guest on June 12, 2015 niques to be the ideal tools to further assess cellular therapy systematically in vivo.",19508995,molecular imaging techby guest ,i.Diagnostic,lingtaiwei
10,41 ||| Results ||| 2.5 ||| The control group did not undergo bone marrow aspiration and was injected with the same volume of heparinized saline as the BMMNC groups.,19508995,did not undergo bone marrow aspiration,i.Procedure,lingtaiwei
11,41 ||| Results ||| 2.5 ||| The control group did not undergo bone marrow aspiration and was injected with the same volume of heparinized saline as the BMMNC groups.,19508995,was injected with the same volume of heparinized saline as the BMMNC groups.,i.Procedure,lingtaiwei
12,"85 ||| Statistical analysis ||| 3.21 ||| Although the current population was too small to obtain statistically significant differences, the results indicated that younger patients or patients without diabetes mellitus may benefit more from stem cell therapy.",19508995,younger patients or patients without diabetes mellitus may benefit more from stem cell therapy,o.Patient,lingtaiwei
13,64 ||| Results ||| 2.28 ||| Coronary artery restenosis was defined as more than 50% loss of luminal diameter within stents at follow-up.,19508995,Coronary artery restenosis was defined as more than 50% loss of luminal diameter within stents at follow-up.,o.Treatment,lingtaiwei
14,51 ||| Results ||| 2.15 ||| There were no major differences between the two groups in terms of patient characteristics ( Table 1).,19508995,There were no major differences between the two groups in terms of patient characteristics,o.Treatment,lingtaiwei
