,sentence,pubmed_id,content,label,labeler
0,"3 |||  ||| 0.3 ||| We studied 30 untreated hypertensive patients, aged 28-55 years, who were rotated through six 6-week periods of daily treatment with amlodipine 5 mg, doxazosin 4 mg, lisinopril 10 mg, bisoprolol 5 mg, bendrofluazide 2.5 mg or placebo.",12401122,30 untreated hypertensive patients,po.Size,HeYingzhi
1,"3 |||  ||| 0.3 ||| We studied 30 untreated hypertensive patients, aged 28-55 years, who were rotated through six 6-week periods of daily treatment with amlodipine 5 mg, doxazosin 4 mg, lisinopril 10 mg, bisoprolol 5 mg, bendrofluazide 2.5 mg or placebo.",12401122,hypertensive,pr.Disease,HeYingzhi
2,"3 |||  ||| 0.3 ||| We studied 30 untreated hypertensive patients, aged 28-55 years, who were rotated through six 6-week periods of daily treatment with amlodipine 5 mg, doxazosin 4 mg, lisinopril 10 mg, bisoprolol 5 mg, bendrofluazide 2.5 mg or placebo.",12401122,aged 28-55 years,po.Age,HeYingzhi
3,"3 |||  ||| 0.3 ||| We studied 30 untreated hypertensive patients, aged 28-55 years, who were rotated through six 6-week periods of daily treatment with amlodipine 5 mg, doxazosin 4 mg, lisinopril 10 mg, bisoprolol 5 mg, bendrofluazide 2.5 mg or placebo.",12401122,untreated,po.Treatment,HeYingzhi
4,"3 |||  ||| 0.3 ||| We studied 30 untreated hypertensive patients, aged 28-55 years, who were rotated through six 6-week periods of daily treatment with amlodipine 5 mg, doxazosin 4 mg, lisinopril 10 mg, bisoprolol 5 mg, bendrofluazide 2.5 mg or placebo.",12401122,six 6-week periods of daily treatment,i.Procedure,HeYingzhi
5,"3 |||  ||| 0.3 ||| We studied 30 untreated hypertensive patients, aged 28-55 years, who were rotated through six 6-week periods of daily treatment with amlodipine 5 mg, doxazosin 4 mg, lisinopril 10 mg, bisoprolol 5 mg, bendrofluazide 2.5 mg or placebo.",12401122,"daily treatment with amlodipine 5 mg, doxazosin 4 mg, lisinopril 10 mg, bisoprolol 5 mg, bendrofluazide 2.5 mg or placebo",i.Procedure,HeYingzhi
6,"12 |||  ||| 0.12 ||| In conclusion, antihypertensive drugs differ in their short-term effects on augmentation of the systolic pulse wave and secretion of BNP from the heart, regarded as a sensitive measure of strain on cardiomyocytes.",12401122,antihypertensive drugs differ in their short-term effects on augmentation of the systolic pulse wave and secretion of BNP from the heart,o.Treatment,HeYingzhi
7,"16 ||| INTRODUCTION ||| 1.3 ||| Moreover, meta-analysis of the trials suggests small but distinct differences among drug classes in their ability to prevent specific outcomes, with calcium blockers being most effective in preventing strokes, but angiotensin-converting enzyme (ACE) inhibitors and diuretics having the edge in preventing coronary disease [1,2].",12401122,calcium blockers being most effective in preventing strokes,o.Treatment,HeYingzhi
8,"16 ||| INTRODUCTION ||| 1.3 ||| Moreover, meta-analysis of the trials suggests small but distinct differences among drug classes in their ability to prevent specific outcomes, with calcium blockers being most effective in preventing strokes, but angiotensin-converting enzyme (ACE) inhibitors and diuretics having the edge in preventing coronary disease [1,2].",12401122,angiotensin-converting enzyme (ACE) inhibitors and diuretics having the edge in preventing coronary disease,o.Treatment,HeYingzhi
9,"49 ||| RESULTS ||| 3.12 ||| Not all patients tolerated the drugs equally well ; the numbers who repeated each drug at the end of the rotation, chosen by efficacy and tolerability, were respectively 4, 4, 8, 11 and 2 for amlodipine, doxazosin, lisinopril, bisoprolol and bendrofluazide.",12401122,Not all patients tolerated the drugs equally well,o.Patient,HeYingzhi
