,sentence,pubmed_id,content,label,labeler
0,"11 |||  ||| 0.11 ||| All patients were referred at least 6 months after a major coronary event, including acute myocardial infarction, coronary artery bypass grafting or percutaneous balloon angioplasty for acute coronary syndrome.",12520156,major coronary event,po.SS,zmj
1,1 |||  ||| 0.1 ||| The purpose of this prospective randomized controlled trial was to assess the impact of phase III comprehensive cardiac rehabilitation (CR) on health-related quality of life (HRQOL) in elderly patients with coronary artery disease (CAD).,12520156,patients with coronary artery disease (CAD),pr.Disease,zmj
2,"2 |||  ||| 0.2 ||| Thirty-eight elderly males (mean age, 70 years) with CAD were stratified as the intervention group (n=20) and the control group (n=18).",12520156,Thirty-eight elderly males,po.Size,zmj
3,"2 |||  ||| 0.2 ||| Thirty-eight elderly males (mean age, 70 years) with CAD were stratified as the intervention group (n=20) and the control group (n=18).",12520156,"mean age, 70 years",po.Age,zmj
4,"25 |||  ||| 0.25 ||| The weekly supervised exercise session at the clinic consisted of approximately 20 min of warm-up exercises including stretching and calisthenics, followed by 20-30 min of continuous upright aerobic and dynamic exercise (various combinations of walking, bicycling, jogging, and other activities) quantitatively and light isometric exercise, such as hand weights, and approximately 20 min of cool-down stretching and calisthenics.",12520156,20 min of warm-up exercises,i.Procedure,zmj
5,"23 |||  ||| 0.23 ||| In the intervention group, patients participated in an outpatient phase III CR program for 6 months.",12520156,outpatient phase III CR program,i.Procedure,zmj
6,"13 |||  ||| 0.13 ||| In the intervention group, subjects participated in an outpatient phase III CR and exercise training program, whereas the control group were followed up with standard care as an outpatients.",12520156,exercise training program,i.Procedure,zmj
7,"3 |||  ||| 0.3 ||| In the intervention group, patients participated in CR for 6 months, whereas in the control group, they received standard care.",12520156,standard care,i.Procedure,zmj
8,"57 ||| Statistical Analysis ||| 1.12 ||| In contrast, the depression scores of the SDS of both groups were not changed significantly after 6 months of rehabilitation.",12520156,not changed significantly,o.Treatment,zmj
9,"6 |||  ||| 0.6 ||| After 6 months, in the intervention group, scores of bodily pain, general health, vitality and mental health of SF-36 improved significantly compared with baseline.",12520156,"scores of bodily pain, general health, vitality and mental health of SF-36 improved significantly",o.Treatment,zmj
10,"51 ||| Statistical Analysis ||| 1.6 ||| In the intervention group, scores of 7 domains, except for role emotional, increased after 6 months of CR compared with baseline.",12520156,increased after 6 months of CR,o.Treatment,zmj
11,"55 ||| Statistical Analysis ||| 1.10 ||| In the intervention group, although trait anxiety scores were not changed significantly, state anxiety scores were significantly improved after 6 months of rehabilitation (p<0.01).",12520156,state anxiety scores were significantly improved,o.Treatment,zmj
