,sentence,pubmed_id,content,label,labeler
0,2 |||  ||| 0.2 ||| Objective To compare early initiation of an intensive statin regimen with delayed initiation of a less intensive regimen in patients with ACS.,15337732,compare early initiation of an intensive statin regimen with delayed initiation of a less intensive regimen in patients with ACS,pr.Disease,HeYingzhi
1,33 |||  ||| 0.33 ||| There were 1958 (44%) patients who underwent PCI to treat the index ACS event prior to enrollment.,15337732,1958 (44%) patients who underwent PCI to treat the index ACS event prior to enrollment,po.Procedure,HeYingzhi
2,35 |||  ||| 0.35 ||| The median follow-up period was 721 days and 22 patients in each treatment group were lost to follow-up ( Figure 1).,15337732,721 days,i.Procedure,HeYingzhi
3,"3 |||  ||| 0.3 ||| Design, Setting, and Participants International, randomized, double-blind trial of patients with ACS receiving 40 mg/d of simvastatin for 1 month followed by 80 mg/d thereafter (n=2265) compared with ACS patients receiving placebo for 4 months followed by 20 mg/d of simvastatin (n=2232), who were enrolled in phase Z of the A to Z Main Outcome Measure The primary end point was a composite of cardiovas-cular death, nonfatal myocardial infarction, readmission for ACS, and stroke.",15337732,"Design, Setting, and Participants International, randomized, double-blind trial of patients with ACS receiving 40 mg/d of simvastatin for 1 month followed by 80 mg/d thereafter (n=2265) compared with ACS patients receiving placebo for 4 months followed by 20 mg/d of simvastatin (n=2232)",i.Procedure,HeYingzhi
4,20 |||  ||| 0.20 ||| They were randomized to either an early intensive statin treatment strategy (40 mg/d of simvastatin for 30 days and then 80 mg/d of simvastatin thereafter) or a less aggressive strategy (placebo for 4 months and then 20 mg/d of simvastatin thereafter).,15337732,They were randomized to either an early intensive statin treatment strategy (40 mg/d of simvastatin for 30 days and then 80 mg/d of simvastatin thereafter) or a less aggressive strategy (placebo for 4 months and then 20 mg/d of simvastatin thereafter),i.Procedure,HeYingzhi
5,"3 |||  ||| 0.3 ||| Design, Setting, and Participants International, randomized, double-blind trial of patients with ACS receiving 40 mg/d of simvastatin for 1 month followed by 80 mg/d thereafter (n=2265) compared with ACS patients receiving placebo for 4 months followed by 20 mg/d of simvastatin (n=2232), who were enrolled in phase Z of the A to Z Main Outcome Measure The primary end point was a composite of cardiovas-cular death, nonfatal myocardial infarction, readmission for ACS, and stroke.",15337732,"primary end point was a composite of cardiovas-cular death, nonfatal myocardial infarction, readmission for ACS, and stroke.",i.Procedure,HeYingzhi
6,"14 |||  ||| 0.14 ||| Patients who had LDL cholesterol levels that were higher than 130 mg/dL (3.37 mmol/L) at month 8 or any subsequent visit were provided additional dietary, lifestyle, and compliance counseling.",15337732,"Patients who had LDL cholesterol levels that were higher than 130 mg/dL (3.37 mmol/L) at month 8 or any subsequent visit were provided additional dietary, lifestyle, and compliance counseling",i.Procedure,HeYingzhi
7,57 ||| RESULTS ||| 1.22 ||| creased by 11% during the 4-month placebo period from 111 mg/dL (2.87 mmol/L) to 124 mg/dL (3.21 mmol/L) and then decreased to 77 mg/dL (1.99 mmol/L) at month 8 after the initiation of 20 mg of simvastatin (31% change from baseline).,15337732,creased by 11% during the 4-month placebo period from 111 mg/dL (2.87 mmol/L) to 124 mg/dL (3.21 mmol/L) and then decreased to 77 mg/dL (1.99 mmol/L) at month 8 after the initiation of 20 mg of simvastatin (31% change from baseline),i.SS,HeYingzhi
8,"64 ||| RESULTS ||| 1.29 ||| No significant differences were observed between treatment groups with regard to the secondary end points of MI, readmission for ACS, revascularization due to documented ischemia, or stroke.",15337732,"No significant differences were observed between treatment groups with regard to the secondary end points of MI, readmission for ACS, revascularization due to documented ischemia, or stroke",o.Patient,HeYingzhi
9,"87 ||| RESULTS ||| 1.52 ||| These findings are consistent with analyses included in the recent update to the National Cholesterol Education Program Adult Treatment Panel III Guidelines, which support a direct proportional relationship between the magnitude of LDL cholesterol level lowering and coronary heart disease risk reduction.",15337732,support a direct proportional relationship between the magnitude of LDL cholesterol level lowering and coronary heart disease risk reduction,o.Treatment,HeYingzhi
