,sentence,pubmed_id,content,label,labeler
0,"18 ||| Methods ||| 1.9 ||| Exclusion criteria were inability to perform their activities of daily living (such as feeding themselves, bathing, dressing, grooming, work, homemaking, and leisure), enrolment in another research project or in a heart failure clinic where serial follow-up creates a bias and contraindication to exercise testing.",22177854,inability to perform their activities of daily living,po.PhyConditon,zmj
1,17 ||| Methods ||| 1.8 ||| Other inclusion criteria were willingness to travel to the cardiac rehabilitation centre every 3 months to meet the clinical nurse specialist and able to read and speak French.,22177854,able to read and speak French,po.PhyConditon,zmj
2,19 ||| Methods ||| 1.10 ||| Subjects with a previous history of stroke could be included if they had no residual effects related to their stroke.,22177854,they had no residual effects related to their stroke,po.PhyConditon,zmj
3,"20 ||| Methods ||| 1.11 ||| Finally, subjects with serious and unstable mental incapacities or major depression were excluded.",22177854,serious and unstable mental incapacities or major depression,po.Disease,zmj
4,31 ||| Methods ||| 1.22 ||| Participants in both groups received a blinded pedometer (Yamax Digiwalker NL-2000) as well as instructions about how to wear the pedometer correctly during 7 consecutive days from morning to bedtime.,22177854,blinded pedometer,i.Procedure,zmj
5,"32 ||| Methods ||| 1.23 ||| Nevertheless, participants in the intervention group did use 1 pedometer blinded (Yamax Digiwalker NL-2000) and used a second one to monitor their daily steps (Yamax Digiwalker SW-200) since discharge.",22177854,monitor their daily steps,i.Procedure,zmj
6,27 ||| Methods ||| 1.18 ||| Subjects in both groups received usual medical follow-up by their own physicians (cardiologist and family physician).,22177854,usual medical follow-up by their own physicians,i.Procedure,zmj
7,48 ||| Results ||| 3.7 ||| We observed no significant change in achievement of treatment targets for lipid and metabolic profiles (Supplemental Table S3,22177854,no significant change in achievement of treatment targets for lipid and metabolic profiles,o.Treatment,zmj
8,"58 ||| Discussion ||| 4.6 ||| Regarding the impact of the program on health outcome, we found that participants in the experimental group had greater improvement of overall quality of life and in the health and the functioning scores than patients in the usual care group.",22177854,the experimental group had greater improvement,o.Patient,zmj
9,"54 ||| Discussion ||| 4.2 ||| However, there was no evidence that this program had an impact on the lipid and metabolic profiles which were already well controlled at baseline.",22177854,well controlled at baseline,o.Treatment,zmj
