,sentence,pubmed_id,content,label,labeler
0,"1 |||  ||| 0.1 ||| Aims To investigate the effects of exercise training (ET) on left ventricular (LV) volumes, cardiopulmonary functional capacity and N-terminal pro-brain natriuretic peptide (NT-proBNP) levels in postinfarction patients with moderate LV dysfunction.",18277196,postinfarction patients with moderate LV dysfunction,pr.Disease,zmj
1,17 ||| Study population ||| 3.3 ||| Eighty-one consecutive patients immediately after acute ST elevation MI were screened for inclusion into the study.,18277196,Eighty-one consecutive patients,po.Size,zmj
2,"18 ||| Study population ||| 3.4 ||| We excluded patients with residual myocardial ischemia, severe ventricular arrhythmias, atrio-ventricular block, valvular disease requiring surgery, pericarditis, and severe renal dysfunction (i.e.",18277196,"residual myocardial ischemia, severe ventricular arrhythmias, atrio-ventricular block, valvular disease requiring surgery, pericarditis, and severe renal dysfunction",po.Disease,zmj
3,"30 ||| Study design ||| 4.11 ||| Group T patients were enroled in a 6 month exercise-based Cardiac Rehabilitation programme, whereas group C patients were discharged with generic instructions to maintaining physical activity and a correct lifestyle, and were seen only at 6 months.",18277196,6 month exercise-based Cardiac Rehabilitation programme,i.Procedure,zmj
4,"27 ||| Study design ||| 4.8 ||| At entry and at 6 month follow-up, all patients underwent Doppler-echocardiography and cardiopulmonary exercise test, and completed a questionnaire for evaluation of leisure time physical activity [18].",18277196,Doppler-echocardiography and cardiopulmonary exercise test,i.Procedure,zmj
5,"3 |||  ||| 0.3 ||| NT-proBNP assay, Doppler-echocardiography and cardiopulmonary exercise test were performed upon enrolment and at sixth months.",18277196,"NT-proBNP assay, Doppler-echocardiography and cardiopulmonary exercise test",i.Procedure,zmj
6,61 ||| Results ||| 6.17 ||| All patients underwent an incremental cardiopulmonary exercise on a bicycle ergometer with a ramp protocol of 15 W/min continued until exhaustion.,18277196,an incremental cardiopulmonary exercise on a bicycle ergometer,i.Procedure,zmj
7,"63 ||| Results ||| 6.19 ||| In both groups, ET was associated with a fall in NT-proBNP, but 6 month NT-proBNP plasma levels were higher in group C compared with group T patients.",18277196,ET was associated with a fall in NT-proBNP,o.Treatment,zmj
8,"68 ||| Results ||| 6.24 ||| At each level of baseline NT-proBNP plasma levels, 6 month LVEDVI changes were lower in group T compared with group C patients (Fig.",18277196,6 month LVEDVI changes were lower in group T compared with group C patients ,o.Treatment,zmj
9,"94 ||| Discussion ||| 7.17 ||| In conclusion, 6 month ET early after MI in patients with moderate LV systolic dysfunction induces a reverse LV remodelling correlated with a significant reduction in NT-proBNP plasma levels, and an improvement in functional capacity, LVEF and early LV diastolic filling.",18277196,a significant reduction in NT-proBNP plasma levels,o.Treatment,zmj
