,sentence,pubmed_id,content,label,labeler
0,"34 |||  ||| 0.34 ||| Postmenopausal women with HER2-positive (immunohistochemistry [IHC] 3ϩ by DAKO HercepTest [DAKO, Carpinteria, CA] or another US Food and Drug Administration-approved IHC test, and/or fluorescence in situ hybridization positive with Ն two-fold amplification; confirmed by central testing) and hormone receptor-positive (ER positive and/or PgR positive; determined locally as defined by institutional criteria) MBC were eligible.",19786670,women,po.Gender,奉捷
1,"34 |||  ||| 0.34 ||| Postmenopausal women with HER2-positive (immunohistochemistry [IHC] 3ϩ by DAKO HercepTest [DAKO, Carpinteria, CA] or another US Food and Drug Administration-approved IHC test, and/or fluorescence in situ hybridization positive with Ն two-fold amplification; confirmed by central testing) and hormone receptor-positive (ER positive and/or PgR positive; determined locally as defined by institutional criteria) MBC were eligible.",19786670,Postmenopausal,po.Disease,奉捷
2,"34 |||  ||| 0.34 ||| Postmenopausal women with HER2-positive (immunohistochemistry [IHC] 3ϩ by DAKO HercepTest [DAKO, Carpinteria, CA] or another US Food and Drug Administration-approved IHC test, and/or fluorescence in situ hybridization positive with Ն 蜨᪾나ᘤ醈᪾넨ᘤ鞸᪾놸ᘤ躈᪾님ᘤ颸᪾불ᘤ鷠᪾븘ᘤ鿠᪾뼸ᘤꈐ᪾뿈ᘤ鯠᪾쁘ᘤ黠᪾샨ᘤꌐ᪾쎸ᘤ鳠᪾엸ᘤ匠᪾욈ᘤꭘ᪾잨ᘤ거᪾져ᘤ군᪾죈ᘤ깰᪾짨ᘤꔐ᪾쩸ᘤꘐ᪾쮘ᘤꐐ᪾쵈ᘤ뎘᪾췘ᘤ꽰᪾침ᘤ밐᪾쾈ᘤ딘℥킨ᘤ뛈᪾퉘ᘤ吠᪾풘ᘤ묐᪾픨ᘤ봐᪾햸ᘤ븐᪾ᘤᨘ᪾ᘤᎸ᪾ᘤḰ᪾ᘤᓐ᪾ᘤᗨ᪾ᘤὈ᪾ᘤአ᪾ᘤᜀ᪾ᘤ訨᪾ᘤ钠᪾ᘤ走᪾ᘤ豘᪾ᘤ譀᪾鍘ᘦ떰᪾鏸ᘦ럈᪾锸ᘦ룠᪾霘ᘦ똘℥飸ᘦ뒘᪾馘ᘦ맸᪾ꆸᘦ롈",19786670, with HER2-positive ,po.Disease,奉捷
3,"34 |||  ||| 0.34 ||| Postmenopausal women with HER2-positive (immunohistochemistry [IHC] 3ϩ by DAKO HercepTest [DAKO, Carpinteria, CA] or another US Food and Drug Administration-approved IHC test, and/or fluorescence in situ hybridization positive with Ն o-fold amplification; confirmed by central testing) and hormone receptor-positive (ER positive and/or PgR positive; determined locally as defined by institutional criteria) MBC were eligible.ᘦ",19786670,another US Food and Drug Administration-approved IHC tes,po.Disease,奉捷
4,"34 |||  ||| 0.34 ||| Postmenopausal women with HER2-positive (immunohistochemistry [IHC] 3ϩ by DAKO HercepTest [DAKO, Carpinteria, CA] or another US Food and Drug Administration-approved IHC test, and/or fluorescence in situ hybridization positive with Ն ",19786670,MBC,po.Disease,奉捷
5,"34 |||  ||| 0.34 ||| Postmenopausal women with HER2-positive (immunohistochemistry [IHC] 3ϩ by DAKO HercepTest [DAKO, Carpinteria, CA] or another US Food and Drug Administration-approved IHC test, and/or fluorescence in situ hybridization positive with Ն ",19786670, fluorescence in situ hybridization positive with Ն two-fold amplification,po.Disease,奉捷
6,"34 |||  ||| 0.34 ||| Postmenopausal women with HER2-positive (immunohistochemistry [IHC] 3ϩ by DAKO HercepTest [DAKO, Carpinteria, CA] or another US Food and Drug Administration-approved IHC test, and/or fluorescence in situ hybridization positive with Ն 14T13:29:18Z"", ""Data.TelemetryId"": ""Excel.Keyboard.idkDocSAVE_Alt1"", ""Data.InputType"": 3, ""Data.DurationInMilliseconds"": 126, ""Data.Success"": false, ""Data.UserActionID"": 199, ""Data.ActivityTag""",19786670,hormone receptor-positive,po.Disease,奉捷
7,"122 ||| DISCUSSION ||| 3.30 ||| Approximately 15% of patients who received trastuzumab plus anastrozole did not experience disease progression for at least 2 years, suggesting that the use of HER2-targeted therapy with an AI can substantially delay chemotherapy in some patients who experience clinical benefit.",19786670,received trastuzumab plus anastrozole,i.Procedure,奉捷
8,"122 ||| DISCUSSION ||| 3.30 ||| Approximately 15% of patients who received trastuzumab plus anastrozole did not experience disease progression for at least 2 years, suggesting that the use of HER2-targeted therapy with an AI can substantially delay chemotherapy in some patients who experience clinical benefit.",19786670,substantially delay chemotherapy,o.Patient,
9,"122 ||| DISCUSSION ||| 3.30 ||| Approximately 15% of patients who received trastuzumab plus anastrozole did not experience disease progression for at least 2 years, suggesting that the use of HER2-targeted therapy with an AI can substantially delay chemotherapy in some patients who experience clinical benefit.",19786670,HER2-targeted therapy,po.Treatment,
10,"10 |||  ||| 0.10 ||| Randomly assigned patients received anastrozole 1 mg/d orally (control) or trastuzumab (4 mg/kg by intravenous infusion on day 1, followed by 2 mg/kg weekly) plus anastrozole (1 mg/d orally); no patients received chemotherapy.",19786670,received anastrozole 1 mg/d orally,i.Procedure,奉捷
11,"10 |||  ||| 0.10 ||| Randomly assigned patients received anastrozole 1 mg/d orally (control) or trastuzumab (4 mg/kg by intravenous infusion on day 1, followed by 2 mg/kg weekly) plus anastrozole (1 mg/d orally); no patients received chemotherapy.",19786670,trastuzumab,i.Procedure,
12,"10 |||  ||| 0.10 ||| Randomly assigned patients received anastrozole 1 mg/d orally (control) or trastuzumab (4 mg/kg by intravenous infusion on day 1, followed by 2 mg/kg weekly) plus anastrozole (1 mg/d orally); no patients received chemotherapy.",19786670,received chemotherapy,i.Procedure,
13,"1 |||  ||| 0.1 ||| Patients and Methods Postmenopausal women with HER2/hormone receptor-copositive MBC were randomly assigned to anastrozole (1 mg/d orally) with or without trastuzumab (4 mg/kg intravenous infusion on day 1, then 2 mg/kg every week) until progression.",19786670,assigned to anastrozole (1 mg/d orally) ,i.Procedure,奉捷
14,"1 |||  ||| 0.1 ||| Patients and Methods Postmenopausal women with HER2/hormone receptor-copositive MBC were randomly assigned to anastrozole (1 mg/d orally) with or without trastuzumab (4 mg/kg intravenous infusion on day 1, then 2 mg/kg every week) until progression.",19786670,without trastuzumab,i.Procedure,
15,36 |||  ||| 0.36 ||| Prior chemotherapy for MBC or adjuvant chemotherapy within 6 months was not permitted.,19786670, MBC or adjuvant chemotherapy within 6 months,i.Procedure,奉捷
16,99 ||| DISCUSSION ||| 3.7 ||| The findings in the anastrozole plus trastuzumab arm in TAnDEM are consistent with those from a phase II study assessing letrozole plus trastuzumab in 31 evaluable postmenopausal women with HER2/hormone receptor-copositive advanced breast cancer.,19786670,are consistent with,o.Patient,奉捷
