,sentence,pubmed_id,content,label,labeler
0,1 |||  ||| 0.1 ||| OBJECTIVE: To compare the efficacy and safety of ti-trated oral misoprostol and vaginal misoprostol for labor induction.,18165400,efficacy and safety of ti-trated oral misoprostol and vaginal misoprostol for labor induction,pr.Disease,ZhouJiaying
1,51 ||| RESULTS ||| 2.6 ||| A total of 220 women were enrolled in the study.,18165400,220 women,po.Size,ZhouJiaying
2,51 ||| RESULTS ||| 2.6 ||| A total of 220 women were enrolled in the study.,18165400,220 women,po.Gender,ZhouJiaying
3,53 ||| RESULTS ||| 2.8 ||| Thirteen women were excluded because they requested and underwent cesarean deliveries without medical indications or had epidural analgesia during the course of labor.,18165400,Thirteen women were excluded because they requested and underwent cesarean deliveries without medical indications or had epidural analgesia during the course of labor,po.Disease,ZhouJiaying
4,3 |||  ||| 0.3 ||| The titrated oral misoprostol group received a basal unit of 20 mL misoprostol solution (1 mcg/mL) every 1 hour for four doses and then were titrated against individual uterine response.,18165400,The titrated oral misoprostol group received a basal unit of 20 mL misoprostol solution (1 mcg/mL) every 1 hour for four doses,i.Procedure,ZhouJiaying
5,2 |||  ||| 0.2 ||| METHODS: Women between 34 and 42 weeks of gestation with an unfavorable cervix (Bishop score less than or equal to 6) and an indication for labor induction were randomLy assigned to receive titrated oral or vaginal misoprostol.,18165400,Women between 34 and 42 weeks of gestation with an unfavorable cervix (Bishop score less than or equal to 6) and an indication for labor induction,po.PhyConditon,ZhouJiaying
6,19 ||| MATERIALS AND METHODS ||| 1.6 ||| Women assigned to the vaginal misoprostol group received 25 mcg every 4 hours until attaining a more favorable cervix (Bishop score greater than or equal to 7) or adequate uterine activity (greater than or equal to three contractions in 10 minutes) or entering active labor.,18165400,Women assigned to the vaginal misoprostol group received 25 mcg every 4 hours,i.Procedure,ZhouJiaying
7,"41 ||| MATERIALS AND METHODS ||| 1.28 ||| The secondary measures used to evaluate efficacy or safety included total dosage of misoprostol, rate of women given oxytocin, cesarean delivery and induction failure, neonatal outcomes including lower Apgar score (less than 7 at 5 minutes), and admittance to the neonatal unit.",18165400,total dosage of misoprostol,i.DiagnosticTest,ZhouJiaying
8,"41 ||| MATERIALS AND METHODS ||| 1.28 ||| The secondary measures used to evaluate efficacy or safety included total dosage of misoprostol, rate of women given oxytocin, cesarean delivery and induction failure, neonatal outcomes including lower Apgar score (less than 7 at 5 minutes), and admittance to the neonatal unit.",18165400,rate of women given oxytocin,i.DiagnosticTest,ZhouJiaying
9,"41 ||| MATERIALS AND METHODS ||| 1.28 ||| The secondary measures used to evaluate efficacy or safety included total dosage of misoprostol, rate of women given oxytocin, cesarean delivery and induction failure, neonatal outcomes including lower Apgar score (less than 7 at 5 minutes), and admittance to the neonatal unit.",18165400,cesarean delivery and induction failure,i.DiagnosticTest,ZhouJiaying
10,"41 ||| MATERIALS AND METHODS ||| 1.28 ||| The secondary measures used to evaluate efficacy or safety included total dosage of misoprostol, rate of women given oxytocin, cesarean delivery and induction failure, neonatal outcomes including lower Apgar score (less than 7 at 5 minutes), and admittance to the neonatal unit.",18165400,neonatal outcomes including lower Apgar score (less than 7 at 5 minutes),i.DiagnosticTest,ZhouJiaying
11,"41 ||| MATERIALS AND METHODS ||| 1.28 ||| The secondary measures used to evaluate efficacy or safety included total dosage of misoprostol, rate of women given oxytocin, cesarean delivery and induction failure, neonatal outcomes including lower Apgar score (less than 7 at 5 minutes), and admittance to the neonatal unit.",18165400,and admittance to the neonatal unit,i.DiagnosticTest,ZhouJiaying
12,21 ||| MATERIALS AND METHODS ||| 1.8 ||| Women assigned to the titrated oral route were induced with a basal unit of 20 mL misoprostol solution (1 mcg/mL) prepared as described above.,18165400,a basal unit of 20 mL misoprostol solution (1 mcg/mL) ,i.Procedure,ZhouJiaying
14,73 ||| RESULTS ||| 2.28 ||| Ten of these    women received tocolysis and four of them underwent urgent delivery by cesarean method.,18165400,Ten of these    women received tocolysis,i.SS,ZhouJiaying
15,73 ||| RESULTS ||| 2.28 ||| Ten of these    women received tocolysis and four of them underwent urgent delivery by cesarean method.,18165400,four of them underwent urgent delivery by cesarean method,i.SS,ZhouJiaying
16,"11 |||  ||| 0.11 ||| CONCLUSION: Titrated oral misoprostol is associated with a lower incidence of uterine hyperstimulation and a here are many indications for term labor inductions , including postterm pregnancy, preeclamp-sia, diabetes mellitus, oligohydramnios, intrauterine fetal growth restriction, and abnormal antepartum fetal surveillance results.",18165400,"Titrated oral misoprostol is associated with a lower incidence of uterine hyperstimulation and a here are many indications for term labor inductions , including postterm pregnancy, preeclamp-sia, diabetes mellitus, oligohydramnios, intrauterine fetal growth restriction, and abnormal antepartum fetal surveillance results.",o.Treatment,ZhouJiaying
17,109 ||| DISCUSSION ||| 3.23 ||| The most important finding of this study was the significantly lower cesarean delivery rate in the women who received the titrated oral misoprostol regimen.,18165400,significantly lower cesarean delivery rate in the women who received the titrated oral misoprostol regimen,o.Treatment,ZhouJiaying
